"CARDIFF ELY PUMPING STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4057,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,5.65,1.90,5.45,7.76,2.11,4.10,3.50,1.36,4.78,5.74,,
February,5.50,4.56,3.23,1.45,3.81,5.48,5.88,1.56,2.04,4.52,,
March,1.24,2.40,6.96,5.89,7.06,1.44,3.71,3.04,2.88,5.97,,
April,3.31,3.05,0.42,5.53,2.89,1.79,1.96,2.16,2.17,2.13,,
May,3.36,1.50,1.86,3.16,2.32,2.62,4.01,3.36,1.43,0.89,,
June,4.53,2.13,7.51,2.14,2.49,1.25,4.28,2.71,1.87,1.42,,
July,3.05,0.45,3.48,0.51,6.50,4.75,2.43,2.52,5.54,1.77,,
August,5.99,2.11,9.92,1.63,3.83,1.66,3.15,7.90,3.61,2.68,,
September,0.15,2.50,0.93,3.87,3.09,1.10,3.16,2.77,10.49,2.64,,
October,5.01,3.96,5.44,5.24,2.50,4.69,8.98,7.06,2.67,2.47,,
November,6.67,7.28,3.41,5.95,5.32,3.04,3.18,2.55,3.27,3.89,,
December,6.10,8.37,7.77,2.35,8.19,8.55,3.79,1.28,7.03,8.64,,
Total,50.56,40.21,56.38,45.48,50.11,40.47,48.03,38.27,47.78,42.76,,
Calc annual,50.56,40.21,56.38,45.48,50.11,40.47,48.03,38.27,47.78,42.76,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
