OLDHAM (GAS WORKS),,,,,,,,,,,,
Grid ref,SD958066,Long,-2.064870,Lat,53.556007,,,,,,,
Station no,2842,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.24,5.18,2.21,4.81,2.94,6.77,4.45,4.32,4.02,5.24,,
February,2.91,1.50,2.14,3.13,2.45,1.81,3.61,6.46,0.41,2.27,,
March,4.75,3.03,2.72,3.41,2.39,1.42,4.14,2.70,1.88,0.81,,
April,2.91,4.43,3.23,1.05,2.56,4.00,0.72,1.39,3.27,2.42,,
May,1.97,2.42,3.08,3.52,4.35,2.00,1.71,4.14,1.70,1.79,,
June,1.13,3.57,3.84,4.12,4.27,3.41,2.98,6.32,3.45,2.19,,
July,5.06,4.20,7.68,6.15,1.60,9.29,6.03,5.93,3.45,7.25,,
August,6.57,4.65,5.61,6.70,1.13,13.68,5.89,6.24,0.56,6.84,,
September,3.61,3.73,3.16,6.34,3.46,4.15,7.65,5.37,0.42,3.38,,
October,1.44,4.53,3.20,9.68,2.58,3.67,5.93,3.99,3.99,4.61,,
November,8.39,2.80,5.12,6.65,2.32,1.72,1.85,1.77,4.68,5.77,,
December,7.83,4.94,1.88,7.31,6.29,5.62,4.62,4.67,6.75,-999.00,,
Total,51.81,44.98,43.87,62.87,36.34,57.54,49.58,53.30,34.58,-999.00,,
Calc annual,51.81,44.98,43.87,62.87,36.34,57.54,49.58,53.30,34.58,42.57,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,-1041.57,,
