"LINDFIELD, THE BUNGALOW",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4900,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.51,2.94,5.01,,,,,,,,,
February,0.48,0.56,2.80,,,,,,,,,
March,2.00,1.55,2.38,,,,,,,,,
April,2.65,1.02,3.87,,,,,,,,,
May,1.15,1.65,0.95,,,,,,,,,
June,1.21,0.02,1.47,,,,,,,,,
July,4.66,0.45,3.55,,,,,,,,,
August,1.36,1.77,3.38,,,,,,,,,
September,3.66,0.92,3.10,,,,,,,,,
October,2.00,1.85,1.59,,,,,,,,,
November,2.14,2.25,1.86,,,,,,,,,
December,2.84,2.09,3.89,,,,,,,,,
Total,27.66,17.07,33.85,,,,,,,,,
Calc annual,27.66,17.07,33.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
