"DOUGLAS (NEWMAINS)",,,,,,,,,,,,
Grid ref,NS848314,Long,-3.828148,Lat,55.562622,,,,,,,
Station no,5188/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.42,4.72,3.00,3.88,2.76,2.36,,,,,,
February,2.96,0.93,1.24,2.14,1.55,1.84,,,,,,
March,2.65,1.47,0.55,2.36,1.31,2.30,,,,,,
April,2.73,2.34,1.78,1.09,2.06,0.91,,,,,,
May,1.96,2.34,1.79,4.48,3.55,1.76,,,,,,
June,1.61,2.62,1.38,2.55,1.65,2.58,,,,,,
July,2.51,3.63,4.45,3.66,2.26,4.34,,,,,,
August,6.67,4.31,2.04,4.02,1.84,7.52,,,,,,
September,1.77,2.62,3.12,6.65,3.10,3.69,,,,,,
October,0.66,2.42,3.04,7.64,2.64,3.02,,,,,,
November,6.48,2.83,5.57,6.51,1.30,1.00,,,,,,
December,5.62,3.23,4.18,5.92,5.86,100.00,,,,,,
Total,39.04,33.46,32.14,50.90,29.88,-999.00,,,,,,
Calc annual,39.04,33.46,32.14,50.90,29.88,131.32,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,-1130.32,NaN,NaN,NaN,NaN,,
