"BUXTON LIGHTWOOD",,,,,,,,,,,,
Grid ref,SK055751,Long,-1.918987,Lat,53.272859,,,,,,,
Station no,2681,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,2.88,,,,,,,,,,
February,,3.21,,,,,,,,,,
March,1.13,3.71,,,,,,,,,,
April,2.23,3.31,,,,,,,,,,
May,1.93,1.94,,,,,,,,,,
June,4.85,2.89,,,,,,,,,,
July,4.56,1.32,,,,,,,,,,
August,5.25,2.60,,,,,,,,,,
September,1.31,1.27,,,,,,,,,,
October,6.06,4.03,,,,,,,,,,
November,3.44,5.74,,,,,,,,,,
December,5.53,10.54,,,,,,,,,,
Total,,43.44,,,,,,,,,,
Calc annual,36.29,43.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
