"BUXTON (LIGHTWOOD)",,,,,,,,,,,,
Grid ref,SK055750,Long,-1.918988,Lat,53.271960,,,,,,,
Station no,2681,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.17,6.79,2.35,,,,,,,,,
February,3.35,2.86,1.89,,,,,,,,,
March,6.93,2.73,2.90,,,,,,,,,
April,3.05,4.29,2.93,,,,,,,,,
May,2.12,2.25,2.28,,,,,,,,,
June,2.33,3.24,4.29,,,,,,,,,
July,3.22,3.36,4.67,,,,,,,,,
August,5.00,2.04,5.20,,,,,,,,,
September,2.65,4.42,2.89,,,,,,,,,
October,1.82,,1.63,,,,,,,,,
November,11.74,,2.69,,,,,,,,,
December,7.11,,2.04,,,,,,,,,
Total,54.49,,35.76,,,,,,,,,
Calc annual,54.49,31.98,35.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
