"BANAGHER",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,,,3.14,1.26,5.84,2.72,1.58,,
February,,,,,,0.83,4.69,2.33,1.01,2.39,,
March,,,,,,0.99,3.90,2.19,0.78,0.99,,
April,,,,,,0.83,2.26,3.42,0.45,1.50,,
May,,,,,,2.11,0.94,2.36,3.10,2.02,,
June,,,,,,3.52,1.70,4.20,1.27,3.87,,
July,,,,,,1.81,1.71,3.41,0.53,3.50,,
August,,,,,,3.04,3.67,3.94,1.32,2.33,,
September,,,,,,5.16,5.86,2.35,0.96,3.00,,
October,,,,,,3.95,2.89,4.19,0.90,0.77,,
November,,,,,,3.87,4.26,5.82,0.87,0.40,,
December,,,,,,2.22,5.81,3.65,0.30,1.69,,
Total,,,,,,,38.95,43.70,,24.04,,
Calc annual,0.00,0.00,0.00,0.00,0.00,31.47,38.95,43.70,14.21,24.04,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,NaN,0.00,,
