"SIDMOUTH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1810,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.59,2.77,4.52,1.95,4.42,5.00,4.25,3.67,5.20,1.98,5.25,
February,0.47,0.38,2.61,6.47,1.12,3.94,2.38,3.01,2.94,2.29,1.27,
March,3.02,1.63,3.25,1.45,1.22,0.36,0.55,4.16,3.25,0.20,2.35,
April,4.21,0.84,2.83,2.68,2.78,3.14,2.07,1.98,1.50,0.57,3.81,
May,1.54,1.81,0.65,1.43,4.49,4.69,0.96,0.74,1.28,2.57,2.12,
June,2.33,0.80,0.69,0.39,3.54,0.04,3.56,2.38,1.76,2.48,0.25,
July,3.87,0.48,3.69,1.03,4.43,2.47,3.66,3.62,1.43,1.32,1.67,
August,1.22,2.47,3.86,1.93,3.45,2.82,1.13,3.01,1.93,2.31,3.25,
September,1.54,0.62,2.68,2.84,5.49,3.60,1.23,5.59,1.33,0.39,4.71,
October,2.94,1.15,1.52,4.86,6.36,3.37,2.46,1.73,5.69,4.83,3.21,
November,1.51,3.98,1.78,2.14,3.87,2.73,9.39,3.33,3.77,10.04,5.12,
December,3.99,1.55,5.12,3.38,4.15,4.75,0.56,3.89,2.74,7.41,4.38,
Total,31.23,18.48,33.20,30.55,45.32,36.91,32.20,37.11,32.82,36.39,37.39,
Calc annual,31.23,18.48,33.20,30.55,45.32,36.91,32.20,37.11,32.82,36.39,37.39,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
