"BOXTED HALL",,,,,,,,,,,,
Grid ref,TL827506,Long,0.667398,Lat,52.123513,,,,,,,
Station no,1339/8/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.14,2.19,1.08,1.49,2.26,3.38,1.63,2.26,2.37,2.49,,
February,3.34,0.85,1.06,2.12,2.16,0.83,1.84,3.41,0.13,1.13,,
March,3.56,3.18,0.40,2.30,1.44,0.59,1.66,0.78,1.54,1.48,,
April,3.31,1.17,2.19,0.38,0.30,0.90,0.19,1.09,2.00,0.60,,
May,2.56,1.00,1.57,1.86,2.32,0.68,0.91,2.09,0.22,0.54,,
June,1.59,1.37,3.64,2.45,2.23,2.54,1.33,4.11,1.41,1.66,,
July,1.40,0.69,2.79,3.07,0.07,2.99,2.64,2.98,3.13,3.05,,
August,2.50,4.38,2.18,4.15,1.50,4.43,3.00,2.94,0.69,3.17,,
September,3.12,2.80,1.64,1.24,2.31,1.56,2.97,3.01,0.05,3.51,,
October,0.65,2.56,2.64,2.14,4.82,2.05,1.98,2.00,1.88,5.68,,
November,3.68,4.21,1.38,3.45,0.69,0.91,1.99,1.43,2.23,3.07,,
December,1.56,2.33,0.79,2.61,1.66,1.87,2.15,2.86,3.94,3.33,,
Total,29.41,26.73,21.36,27.26,21.76,22.73,22.29,28.96,19.59,29.71,,
Calc annual,29.41,26.73,21.36,27.26,21.76,22.73,22.29,28.96,19.59,29.71,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
