"SLAIDBURN, BRENNAND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD632547,Long,-2.562708,Lat,53.987029,Elevation,820,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,1.11,0.56,5.27,7.05,8.21,5.03,9.28,5.7,4.37,5.02,10.74,4.01,8.33,3.67,7.65,3.95,6.11,2.03,7.9,10.59,8.88,4.09,8.04,8.52,7.57,6.55,10.97,4.06,7.47,4.51,9.45,3.44,6.46,7.99,8.39,8.41,8.57,4.69,6.88,7.92,6.99,12.03,5.6,12.73,5.38,5.54,8.83,7.67,18.8,2.53,9.06,11.69,9.32,5.72,7.35,4.61,6.8,6.1,10.15,6.95,3.89,1.67,7.84,9.33,10.93,4.5,6.66,5.96,12.93,5.31,7.41,7.52,8.46,4.18,6.44,4.86,5.23,5.96,5.68,3.44,5.35
February,5.2,6.15,4.99,5.66,5.33,6.72,2.01,3.64,2.99,5.05,1.45,1.76,4.72,8.95,10.53,1.05,5.6,6.75,6.06,2.77,4.9,2.93,2.21,8.34,6.46,4.57,4.98,4.49,7.29,6.79,11.03,8.14,2.85,3.27,6.11,7.73,6.35,2.01,8.2,1.82,5.24,1.26,9.5,8.09,1.71,8.56,9.26,4.55,8.51,1.36,0.33,9.41,0.22,6.97,0.46,11.28,3.1,9.2,3.68,6.52,2.65,7.05,3.03,3.72,3.76,7.85,6.94,0.97,4.28,5.55,7.39,5.5,3.7,3.52,5.13,2.7,1.51,5.02,10.73,1.56,4.54
March,4.21,5.89,6.65,1.25,5.31,6.32,6,3.91,6.29,8.87,7.8,3.77,1.34,3.45,5.69,8.18,11.68,9.6,4.22,4.9,1.27,6.54,5.52,8.34,4.65,6.27,6.65,6.92,4.87,4.68,1.99,3.95,11.03,9.22,8.7,4.44,2.33,4.23,2.67,8.5,7.36,7.41,4.54,2.2,2.81,3.42,3.91,5.93,5.69,2.07,5.26,0.91,4.43,3.24,3.94,2.12,4.36,2.67,3.64,4.16,6.47,4.17,3.86,1.91,1.39,3.93,1.55,7.19,4.36,3.57,4.08,7.17,4.44,1.54,4.4,2.31,1.71,4.2,2.13,2.81,1.71
April,2.71,2.38,6.47,2.89,1.56,2.6,4.22,2.87,3.84,3.15,2.47,2.86,2.75,0.81,2.94,4.52,3.45,4.71,4.44,5.9,5.63,4.39,3.14,4.12,6.72,5.97,2.58,3.89,3.31,5.14,5.24,4.99,2.13,7.18,2.13,4.36,3.96,3.06,1.59,4.05,8.29,3,3.32,4.99,2.9,3.83,3.6,6,2.07,2.43,3.15,5.26,5.5,3.23,3.41,4.28,1.44,5,2.11,3.89,4.54,2.84,2.92,4.05,4.09,2.86,1.88,5.35,2.87,7.57,4.33,4.03,5.03,4.81,2.02,4.27,2.3,0.52,1.85,2.77,5.15
May,3.27,5.91,3.08,1.84,3.72,2.52,6.22,3.46,2.28,3.88,3.39,3.54,7.12,2.67,4.02,0.94,1.26,4.5,3.82,4.34,2.7,1.21,4.85,4.61,3.71,1.99,7.98,4.66,4.81,3.54,4.32,3.63,3.55,4.02,4.03,1.8,4.77,2.8,2.35,3.17,7.91,3.72,2.54,6.15,7.51,5.63,4.21,2.48,1.09,3.49,2.18,3.43,5.86,2.12,5.83,1.72,1.53,2.63,4.83,1.06,1.67,4.74,5.91,4.32,4.09,3.01,1.89,3.1,2.98,2.82,2.78,3.18,4.01,3.67,4.41,7.17,3.63,2.95,5.89,2.41,2.19
June,6.35,5.33,6.29,5.06,1.13,3.77,3.33,0.53,2.87,1.61,6.91,1.51,4.78,2.89,5.89,2.07,5.31,6.18,5.42,1.81,4.05,2.65,1.74,2.45,2.35,3.52,3.68,10.53,4.19,2.35,3.56,5.57,10.57,4.61,2.35,0.99,3.8,4.37,3.37,2.31,3.16,1.19,5.4,2.71,4.13,0.81,5.7,5.19,10.65,2.97,2.39,9.12,2.08,3.45,3.2,6.17,5.26,4.76,7.47,4.62,0.67,0.75,1.05,5.29,4.95,5.3,3.9,4.06,8.9,1.66,6.66,1.62,5.66,3.87,6.68,4.92,4.17,1.97,4.01,4.18,2.6
July,6.37,7.54,10.37,5.57,6.19,2.62,8.05,4.04,11.85,3.99,6.78,5.17,2.9,5.71,6.37,7.81,5.86,3.19,1.24,4.11,3.92,2.14,8.5,4.7,4.7,4.83,4.32,4.26,6.64,11.45,7.95,1.34,5.67,1.79,5.58,5.29,4.97,2.59,5.55,3.01,8.49,2.46,7.94,8.68,6.16,4.07,5.1,6.31,6.97,6.31,5.29,7.48,7.46,6.03,3.88,4.36,7.31,2.96,6.54,8.47,7.66,2.19,7.6,5.16,4.47,3.85,6.8,5.69,4.23,4.33,7.62,6.47,5.31,10.1,13.07,1.7,5.52,7.14,3.98,4.82,17.37
August,2.99,8.72,5.72,6.5,2.23,3.51,3.75,2.89,6.44,10.79,8.4,16.65,10.08,5.72,10.42,9.28,5.16,9,8.17,2.41,7.69,6.86,4.86,9.7,5.96,6.52,7.25,8.67,6.55,6.41,10.31,5.55,9.1,3.37,3.47,6.71,4.38,10.95,6.41,6.75,4.04,8.24,7.99,9.3,9.3,5.34,5.64,9.33,9.76,9.57,10.26,7.55,2.47,4.27,8.21,3.49,4.58,2.42,5.41,2.55,5.27,9.27,7.95,10.28,3.26,3.57,10.89,0.08,6.74,4.48,10.46,5.71,9.81,7.39,9.94,1.03,15.37,6.95,4.9,0.88,6.8
September,5.04,2.73,3.59,9.22,6.17,8.83,5.96,6.84,4.63,7.39,9.05,8.59,9.94,9.42,0.8,2.15,10.78,6.81,3.65,8.72,4.76,3.33,2.92,8.34,2.03,6.84,2.83,1.55,8.75,4.71,1.45,5.37,3.64,3.81,5.16,1.15,4.89,5.26,12.4,5.23,4.19,3.32,8.08,9.23,7.82,5.89,6.6,10.17,2.23,3.77,4.26,3.72,10.59,1.77,6.08,12.15,7.65,3.59,3.62,3.03,9.31,2.98,6.26,6.34,9.59,5.72,9.38,5.87,7.3,3.7,10.89,5.44,8.49,8.94,10.94,5.54,5.27,12.2,5.41,0.56,5.28
October,3.32,3.5,5.62,8.38,6.99,7.9,7.47,3.78,4.27,7.17,7.6,6.96,8.3,10.81,7.73,9.58,5.48,3.47,6.57,4.73,11.21,6.83,7.28,14.97,6.06,7.38,11.58,6.64,3.66,10.41,5.02,6.54,6.41,3.43,2.85,2.04,11.48,10.94,7.61,3.65,1.76,4.92,2.33,11.23,7.76,9.21,5.19,7.25,9.25,11.13,12.21,4.4,10.29,6.94,13.54,15.08,8.27,2.61,17.27,3.67,6.45,7.63,12.17,5.05,8.9,7.78,1.17,1.01,6.36,8.47,4.85,2.74,6,3.4,14.92,4.56,3.95,7.58,5.1,6.41,4.95
