BASLOW (SCHOOL LANE),,,,,,,,,,,,
Grid ref,SK253723,Long,-1.622310,Lat,53.247120,,,,,,,
Station no,2675/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.14,4.06,1.06,3.31,,,,,,,,
February,4.76,0.87,2.35,3.24,,,,,,,,
March,4.82,2.09,1.84,2.53,,,,,,,,
April,1.72,2.60,2.83,0.41,,,,,,,,
May,2.86,2.92,2.29,3.28,,,,,,,,
June,0.72,1.99,3.31,2.35,,,,,,,,
July,1.52,1.92,3.40,2.88,,,,,,,,
August,3.73,1.67,2.73,5.58,,,,,,,,
September,2.38,2.72,1.77,,,,,,,,,
October,0.79,5.18,1.80,,,,,,,,,
November,9.04,2.38,1.75,,,,,,,,,
December,4.07,3.29,1.30,,,,,,,,,
Total,39.55,31.69,26.43,,,,,,,,,
Calc annual,39.55,31.69,26.43,23.58,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
