"PAISLEY, RENFREW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS 467 638,Long,-4.449109,Lat,55.842753,Elevation,86,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,,,,,7.52,7.12,6.5,6.85,10.89,3.75,3,8.9,4.47,9.55,6.17,3,3.1,8.2,9.5,4.65,4.85,3.8,11.75,4.25,0.7,2.86,0.32,4.52,7.51,7.75,3.75,5.25,2.58,3.02,2.57,6.81,,,,,,,,,
February,,,,,,,,,,8.2,6.1,6,1.85,5,4.9,2.6,8.3,4.7,6.88,7.1,3.35,5,4.35,1.45,0.9,2.3,5.2,4.9,1.15,0.8,2.95,3.78,4.49,3.01,5.73,4.19,2.11,3.47,0.66,2.93,0.83,,,,,,,,,
March,,,,,,,,,,8.7,4.61,9.05,6.13,1.82,6.62,2,1.32,0.5,6.21,1,0.95,3,3.9,2.1,3.5,1.65,4.75,1.4,2.2,4.6,3.06,2.97,4.5,1.64,3.19,2.31,3.97,2.05,3.37,1.54,2.97,,,,,,,,,
April,,,,,,,,,,4.82,1.3,1.37,3.85,5.2,2.47,1.4,1.3,5.6,2.62,1.58,1.02,4,0.8,0.2,2.3,1.55,1.4,3.25,1.9,1.3,3.81,1.14,1.88,2.32,1.31,1.78,1.78,1.97,1.83,2.58,1.61,,,,,,,,,
May,,,,,,,,,,0.3,1.9,1.2,5.43,2.47,1.42,3.6,1,2.8,2.68,0.5,3.85,0.5,2.85,2.3,1.35,1.5,0.35,2,1.7,2.31,0.93,2.84,2.01,2.18,3.3,2.88,2.38,0.84,3.61,3.15,3.03,,,,,,,,,
June,,,,,,,,,,1.51,3.55,2.91,3.4,3.82,3.1,0.7,0.4,1.6,1.32,1.62,0.9,1.5,6,1.5,1.1,2.25,3.8,3.6,2.75,5,1.62,3.09,2.88,1.55,1.31,0.81,0.88,0.74,2.53,0.59,4.36,,,,,,,,,
July,,,,,,,,,,2.36,1.35,3.65,5.54,0.55,2.12,1.9,2.4,3.8,,3.2,2.1,,4.5,3.45,2.75,1.7,2.75,3,0,3.64,3.56,3.96,4.44,3.42,4.68,1.62,2.41,2.41,5.21,1.75,3.91,,,,,,,,,
August,,,,,,,,,2.86,4.04,4.2,10.5,3.71,3.35,1.29,4.7,2.8,2.8,4.95,0.75,0.8,,4.45,3.05,3.6,2.75,2.7,6.8,1.55,5.17,1.01,3.81,1.97,3.04,2.38,2.79,1.69,2.95,2.59,5.19,2.56,,,,,,,,,
September,,,,,,,,,4.05,4.09,1.75,5.85,2.45,6.03,6.1,1.22,7.2,3.8,2.72,7.05,2.7,,6.95,3.8,6.85,4.8,2.95,1,4,4.53,2.41,2.35,3.37,3.06,3.52,6.26,5.42,3.44,0.95,1.5,3.86,,,,,,,,,
October,,,,,,,,,6.06,3.7,6.1,5.15,12.2,5,2.7,5.1,3,4.7,5.67,1.65,4.3,,4.4,10.35,11.9,5.7,7.19,6.73,4.5,2.55,0.38,2.37,4.08,4.85,4.93,3.28,3.45,1.96,1.7,3.71,3.29,,,,,,,,,
November,,,,,,,,,2.25,3.72,1.5,10.36,2.66,3.02,,4.1,2.3,1.14,3.82,5.4,1.6,,6.95,3.25,4.3,4.3,2.25,9.1,1.15,1.61,5.32,5.87,6.06,7.28,4.4,2.19,3.64,3.51,5.1,2.36,8.14,,,,,,,,,
December,,,,,,,,,4.58,4.36,3.1,4.25,7.96,8.49,,4.56,10.2,3.64,8.22,9.2,2.4,5.35,7.95,3.45,1.65,4.8,6.85,4.74,1.1,2.16,4.78,7.82,4.82,3.62,6.72,2.08,3.6,3.72,3.91,3.83,1.24,,,,,,,,,
Total,,,,,,,,,,53.32,42.58,66.79,62.03,55.64,,34.88,49.12,39.55,,45.22,26.97,,61.3,44.4,44.85,,43.99,58.27,26.25,34.37,32.69,40.32,45.02,43.48,49.22,33.94,36.58,29.64,34.48,31.7,42.61,,,,,,,,,
