HAWKSHEAD (KEEN GROUND),,,,,,,,,,,,
Grid ref,SD347983,Long,-3.006766,Lat,54.375997,,,,,,,
Station no,3030/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.77,3.56,,,,,,,,,,
February,6.53,0.95,,,,,,,,,,
March,6.56,5.37,,,,,,,,,,
April,4.34,4.89,,,,,,,,,,
May,2.04,2.07,,,,,,,,,,
June,1.90,6.07,,,,,,,,,,
July,4.72,3.53,,,,,,,,,,
August,7.57,5.06,,,,,,,,,,
September,9.25,4.46,,,,,,,,,,
October,1.26,5.48,,,,,,,,,,
November,11.49,3.00,,,,,,,,,,
December,15.33,6.51,,,,,,,,,,
Total,77.76,50.95,,,,,,,,,,
Calc annual,77.76,50.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
