"ROCHESTER CLIFFE LODGE FRINDSBURY STONE HORSE",,,,,,,,,,,,
Grid ref,TQ733724,Long,0.491234,Lat,51.424114,,,,,,,
Station no,RR4510,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.63,0.41,0.62,1.96,2.96,,,,,,,
February,3.56,0.77,1.29,1.31,2.45,,,,,,,
March,1.19,2.63,1.22,2.10,1.67,,,,,,,
April,1.32,1.62,0.59,1.43,1.00,,,,,,,
May,0.94,0.99,2.53,3.70,1.45,,,,,,,
June,2.43,0.70,2.38,5.57,,,,,,,,
July,1.55,2.26,1.73,5.02,2.72,,,,,,,
August,1.73,1.32,2.59,2.99,1.38,,,,,,,
September,0.94,1.35,1.10,1.92,1.49,,,,,,,
October,1.94,1.75,1.83,3.64,1.86,,,,,,,
November,2.75,0.56,1.15,2.78,1.59,,,,,,,
December,2.29,3.18,1.77,1.67,2.59,,,,,,,
Total,23.27,17.54,18.80,34.09,,,,,,,,
Calc annual,23.27,17.54,18.80,34.09,21.16,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
