"PRESTWICH ASYLUM",,,,,,,,,,,,
Grid ref,SD804041,Long,-2.297174,Lat,53.533184,,,,,,,
Station no,RR3033,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.46,2.92,2.92,2.83,3.17,2.28,5.02,2.17,3.38,2.16,,
February,3.35,1.79,1.62,3.58,3.85,2.08,3.69,2.11,3.37,1.69,,
March,0.63,3.04,2.32,3.84,2.11,3.89,3.19,3.49,3.01,3.34,,
April,2.47,2.96,2.50,2.08,2.44,3.29,2.28,1.40,2.89,3.63,,
May,1.80,0.85,3.55,3.56,3.00,0.61,3.74,3.92,2.98,2.19,,
June,3.42,2.35,1.17,1.67,1.43,2.51,1.57,7.44,1.94,2.16,,
July,2.70,2.94,2.56,3.76,1.51,2.69,1.51,3.47,5.10,5.83,,
August,7.42,2.27,2.87,4.78,4.77,4.92,4.54,4.58,3.96,3.48,,
September,1.49,1.32,1.44,5.58,1.60,2.84,1.70,0.96,3.88,2.50,,
October,5.81,3.30,4.87,7.86,2.00,3.46,6.99,4.15,1.75,5.60,,
November,3.29,4.76,2.16,4.13,3.20,4.02,3.19,3.17,2.78,1.33,,
December,4.92,4.82,2.72,1.55,2.81,0.68,4.77,3.55,2.68,7.25,,
Total,42.76,33.32,30.70,45.22,31.89,33.27,42.19,40.41,37.72,41.16,,
Calc annual,42.76,33.32,30.70,45.22,31.89,33.27,42.19,40.41,37.72,41.16,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
