GLENLEVEN (BLACKWATER DAM. N.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN248607,Long,-4.863453,Lat,56.705039,Elevation,1072,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,5.42,5.66,11.27,9.76,20.39,4.82,8.83,5.86,11.74,17.18,7.33,16.55,8.76,9.53,13.68,16.69,21.93,2.44,16.11,10.67,24.45,13.36,19.74,7.97,5.59,14.89,21.39,7.67,0.39,0.86,8.34,12.1,14.84,4.27,14.62,9.78,9.72,16.23,8.02,10.89,6.17,8.83,6.96,5.05,5.89,16.12,,,
February,,,6.87,9.18,13.78,8.14,8.23,1.64,11.48,0.69,15.37,5.77,8.94,8.63,5.96,8.19,7.43,4.79,12.72,2.86,0.54,9.25,0.23,7.08,4.09,17.31,4.69,8.36,12.97,15.15,4.78,6.48,3.69,13.25,5.27,16.86,9.37,0.6,11.17,14.55,13.3,5.38,5.44,7.8,5.65,5.16,5.81,6.28,,,
March,,,9.09,10.53,6.93,6.49,1.3,4.15,2.44,3.56,9.42,13.43,3.91,3.95,0.67,5.33,11.8,6.15,7.16,2.25,4.87,1.25,5.15,5.78,5.44,6.12,4.02,1.91,19.93,8.31,8.35,2.72,2.82,7.9,4.63,11.38,4.79,2.9,10.69,4.87,6.84,4.73,7.31,3.92,5.89,1.61,4.7,7.1,,,
April,,7.45,10.71,7.02,8.39,7.67,5.91,4.68,1.62,6.82,3.49,2.31,3.67,5.11,4.72,9.8,4.63,10.32,4.71,3.55,3.09,4.76,8.09,7.79,7.26,4.47,3.52,2.77,2.26,5.75,5.22,4.56,3.58,11.23,6.76,3.62,5.08,16.39,7.82,12.61,9.7,9,4.88,5.66,3.47,4.37,3.71,3.21,,,
May,,4.83,4.06,6.32,4.03,1.66,5.15,3.18,2.99,1.96,8.44,6.69,11.58,4.7,4.9,10.54,4.55,3.36,1.14,5.79,5.96,7.65,4.3,3.55,6.71,1.25,2.37,3.69,4.81,1.77,2.44,2.82,5,6.07,8.17,8.41,1.3,4.11,2.41,5.27,3.5,1.11,3.38,6.33,4.78,5.12,8.22,1.91,,,
June,,5.23,6.28,8.02,4.56,1.36,2.51,5.3,3.87,9.71,3.87,1.45,5.48,5.65,3.97,2.06,4.34,6.8,8.06,5.46,6.28,7.97,2.34,4.21,2.26,7.36,3.23,5.35,11.14,4.18,2.52,1.7,3.54,7.82,9,8.49,7.73,5.48,7.22,3.16,6.92,3.26,6.24,3.09,4.96,4.28,4.59,3.49,,,
July,,6.08,4.33,1.16,3.51,5.6,4.7,2.27,5.62,1.35,5.8,5.11,6.5,9.06,9.56,3.93,5.01,4.15,6.96,7.79,2.82,6.98,9.32,6.52,4.87,4.97,9.31,7.51,7.72,10.53,6.25,5.58,7.44,4.63,3.46,4.05,8.63,6.41,7.69,4.09,7.93,6.21,4.7,9.02,3.75,1.14,6.94,7.62,,,
August,,8.67,5.73,3.2,6.66,4.51,5.93,9,6.87,6.55,5.81,5.97,4.78,10.52,5.52,4.73,8.63,6.7,9.66,9.39,10.93,2.55,4.9,8.7,8.93,5.91,5.47,4.67,6.03,3.45,5.54,9.51,12.58,8.08,5.35,3.33,6.77,0.04,10.24,8.19,9.62,7.38,5.73,5.86,6.17,2.8,6.07,8.06,,,
September,,6.76,5.6,4.21,5.35,2.64,3.89,8.63,9.73,7.64,4.66,5.42,4.42,10.9,12.94,6.02,8,8.67,8.17,5.25,7.12,2.76,8.81,2.53,12.8,16.42,4.97,9.07,7.98,3.32,6.27,3.8,13.43,9.6,6.26,10.81,11.91,12.79,14.15,4.41,16.97,8.25,7.07,10.93,10.49,8.98,9.53,5.27,,,
October,,4.97,10.01,8.34,3.14,3.78,15.82,12.81,13.39,3.49,5.36,10.86,5.8,15.77,6.56,7.93,8.31,10.16,12.39,14.12,15.08,9.47,10.67,9.1,17.89,21.03,13.13,3.11,18.04,3.78,10.89,8.73,16.01,19.47,9.35,6.48,0.96,7.86,13.69,10.51,12.14,3.83,12.52,6.77,16.07,8.29,8.22,11.27,,,
November,,13.76,10.57,14.52,13.53,3.87,13.12,17.56,10.14,6.53,11.22,3.29,7.94,7.35,6.87,2.05,12.42,10.61,13.66,14.65,11.4,13.7,13.76,3.89,2.63,8.89,7.23,1.56,18.95,15.29,11.4,11.59,4.48,7.95,11.57,1.07,8.38,18.24,8.37,11.88,6.12,12.26,4.72,19.14,15.3,4.06,7.45,3,,,
December,,12.89,24.67,10.22,14.52,7.82,8.67,4.64,9.44,8.74,8.62,14.78,14.45,7.76,19.05,11.8,9.04,0.92,10.92,20.46,10.01,14.33,17.71,2.12,12.32,5.04,22.53,3.73,12.28,5.92,12.75,10.95,17.83,6.96,10.56,10.12,9.87,4.78,12.16,20.94,4.14,16.63,8.96,10.83,17.53,15.05,18.18,14.2,,,
Total,,,103.34,88.38,95.67,63.3,95.62,78.68,86.42,62.9,93.8,92.26,84.8,105.95,89.48,81.91,97.84,89.32,117.48,94.01,94.21,91.34,109.73,74.63,104.94,106.74,86.06,66.62,143.5,85.12,76.8,69.3,98.74,115.06,95.22,88.89,89.41,89.38,115.33,116.71,105.2,88.93,77.12,98.18,101.02,65.91,89.31,87.53,,,
