"CROYDON (NORTHAMPTON ROAD)",,,,,,,,,,,,
Grid ref,TQ342658,Long,-0.073255,Lat,51.375402,,,,,,,
Station no,106,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.88,1.97,1.13,1.41,2.70,3.77,1.29,1.72,2.39,1.93,,
February,6.53,1.02,1.25,2.01,1.43,0.44,2.41,2.24,0.09,1.30,,
March,2.63,2.51,0.44,1.81,0.95,0.90,0.61,0.99,1.75,1.39,,
April,2.38,1.17,2.25,0.30,0.32,1.11,0.23,1.54,2.03,0.57,,
May,2.12,1.36,1.37,2.14,4.28,0.38,1.12,2.09,0.76,1.71,,
June,0.75,1.74,1.50,3.98,1.61,2.43,0.97,5.09,0.71,1.07,,
July,2.30,0.76,3.42,2.56,0.65,4.62,2.75,2.04,1.06,3.21,,
August,2.84,3.59,1.37,2.61,1.21,2.44,2.94,3.57,0.90,2.73,,
September,2.46,2.74,3.20,1.82,2.17,1.97,2.65,5.14,0.10,3.99,,
October,0.98,2.80,4.11,1.81,3.36,1.12,1.56,3.18,2.11,5.43,,
November,4.99,2.77,1.19,4.37,0.61,0.72,2.50,1.63,2.74,4.61,,
December,2.05,2.11,0.73,1.66,1.75,2.48,1.83,2.62,3.86,3.02,,
Total,32.91,24.54,21.96,26.48,21.04,22.38,20.86,31.85,18.50,30.96,,
Calc annual,32.91,24.54,21.96,26.48,21.04,22.38,20.86,31.85,18.50,30.96,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
