KNYPERSLEY-CONGLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ895547,Long,-2.1582306,Lat,53.089407,Elevation,550,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,3.09,1.21,1.41,2.49,2.57,1.53,2.18,3.89,1.66,2.74,1.79,2.26,2.96,1.71,3.54,2.86,1.44,1.16,0.51,3.16,5.2,3.72,2.39,4.64,3.31,2.63,1.69,7.02,4.06,3.91,1.64,3.97,3.84,2.17,1.39,2.88,5.58,7.02,2.33,3.64,3,4.07,1.48,7.33,1.15,,
February,,,,0.49,1.92,1.62,2.22,1.51,2.39,2.71,1.74,4.1,1.36,0.49,2.24,0.48,2.21,3.83,1.02,2.75,3.37,3.78,2.25,3.32,2.58,4.36,0.51,1.32,2.14,2.66,0.45,0.19,2.02,3.65,3.73,0.53,2.18,4.43,2.85,2.24,4.26,1.96,1.01,2.85,4,1.81,4.13,2.21,,
March,,,,1.2,2.51,1.67,1.88,1.07,2.77,2.3,2.66,1.9,2.59,2.55,2.23,0.52,3.04,3.18,1.07,0.99,2.28,3.04,2.91,1.45,3.37,1.96,2.22,2.04,2.98,3.91,3.55,1.7,1.16,0.88,2.04,4.9,5.09,3.16,1.74,2,0.94,4.35,3.86,5.77,2.32,4.8,3.51,2.2,,
April,,,,1.16,1.06,1.06,0.72,4.12,1.78,2.23,1.89,3.14,3.24,0.7,1.61,0.88,1.71,2.59,1.64,2.03,3.23,1.39,5.7,1.76,2.35,2.85,1.67,0.88,2,2.79,1.29,2.14,0.82,0.64,1.26,2.31,1.76,3.4,3.65,5.35,2.51,4.1,3.04,2.17,2.62,2.92,1.92,1.3,,
May,,,,1.63,2.69,2.74,0.86,0.99,1.06,3.62,2.45,2.92,3.09,1.94,1.44,1.68,0.72,3.17,6.94,2.21,3.22,3.32,2.37,1.62,2.44,2.19,5.02,2.13,0.93,3.8,1.83,4.46,3.59,2.3,2.52,1.44,0.76,1.66,6.69,3.03,2.47,1.5,3.97,2.84,1.77,0.61,3.2,3.71,,
June,,,,3.93,1.91,0.8,3.39,2.07,0.27,1.46,0.82,5.04,4.89,1.69,0.58,4.69,2.47,5.56,3,4.44,4.45,2.98,9.85,3.13,2.32,2.07,1.9,1.28,3.42,1.16,2.47,4.3,4.31,2.61,2.27,0.86,2.81,3.9,4.35,2.28,6.79,2.4,1.57,1.17,1.33,1.44,2.83,6.24,,
July,,,,2.42,1.15,2.42,2.92,2.99,0,0.83,2.74,5.58,4.64,3.6,3.45,6.26,2.09,5.89,1.65,3.15,7.93,1.99,6.11,4.97,4.28,1.3,2.83,1.39,5.63,4.12,2.54,2.62,3.01,3.47,2.28,3.98,2.77,1.53,1.71,4.14,2.22,4.16,1.98,4.53,1.9,3.35,0.7,3.82,,
August,,,,3.58,1.51,5.02,3.97,1.57,3.6,2.37,2.07,2.28,3.21,3.43,4.38,3.71,2.95,5.8,4.53,6.85,3.1,6.58,4.22,1.26,1.87,1.96,2.6,1.88,3.63,5.27,4.92,4.62,3.32,2.05,3.84,3.39,3.26,4.86,6.91,1.95,6.32,4.33,4.09,6.34,4.98,4.6,4.09,4.58,,
September,,,,4.08,3.45,0.1,5.37,3.04,1.83,5.38,2.06,4.55,4.13,1.78,2.82,3.08,4.41,3.51,4.82,3,5.58,1.96,2.82,6.86,4.07,4.53,1.86,3.31,0.98,2.88,1.1,3.55,3.03,4.15,0.18,0.88,5.89,4.85,1.29,4.71,1.66,1.57,1.84,7.4,1.45,1.79,3.8,0.7,,
October,,,,5.08,2.34,3.88,2.29,4.43,3.33,4.23,9.28,4.16,6.22,3.98,2.74,4.86,2.44,2.62,3.28,1.9,3.79,4.01,6.97,7.07,2.12,4.62,6.28,2.66,1,3.46,3.38,6.36,5.56,1.92,3.6,2.77,3.78,2.12,2.83,4.28,4.28,5.5,4.23,8.54,1.75,4.62,7.53,3.29,,
