"BRANSDALE NO: 4B",,,,,,,,,,,,
Grid ref,SE629990,Long,-1.033038,Lat,54.382618,,,,,,,
Station no,RR3064,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.00,3.45,1.77,3.36,2.26,,,,,,,
February,4.17,2.45,4.47,4.20,5.50,,,,,,,
March,3.78,3.55,0.11,4.55,3.93,,,,,,,
April,2.89,1.55,3.77,0.38,1.76,,,,,,,
May,5.27,1.58,4.27,6.15,2.16,,,,,,,
June,1.75,2.68,1.77,2.29,3.86,,,,,,,
July,2.06,1.32,3.67,2.65,1.65,,,,,,,
August,7.20,3.73,3.17,9.20,0.86,,,,,,,
September,2.26,6.17,3.61,2.57,1.90,,,,,,,
October,2.06,6.07,3.29,5.57,3.14,,,,,,,
November,8.04,4.86,3.36,7.76,4.16,,,,,,,
December,4.75,3.86,2.28,2.46,5.16,,,,,,,
Total,47.23,41.27,35.54,51.14,36.34,,,,,,,
Calc annual,47.23,41.27,35.54,51.14,36.34,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
