FARNHAM-THE-BOURNE-VICARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU848452,Long,-0.7876785,Lat,51.199732,Elevation,308,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,1.52,2.76,0.49,1.23,1.5,2.51,3.05,2.41,3.45,2.64,0.89,1.36,2.98,2.24,0.58,2.09,3.79,2.4,0.76,2.67,0.64,2.8,2.93,1.47,1.12,2.59,3.89,0.94,4.89,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.82,3.44,3.24,2.36,1.7,4.36,1.84,2.93,0.58,0.71,0.75,2.52,1.15,0.09,1.21,3.95,2,0.2,0.46,3.16,1.18,2.98,5.55,2.23,1.03,1.49,3.57,0.77,2.37,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,1.02,0.52,1.1,1.73,0.93,1.04,1.77,1.25,1.24,1.57,3.18,2.33,1.44,2.26,1.19,0.43,1.38,1.64,3.13,4.13,1.3,0.77,0.93,1.91,1.96,3.36,1.47,4.22,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,2.35,2.3,1.98,0.27,2.94,1.46,1.85,1.2,2.29,1.47,1.65,2.24,2.52,0.8,0.94,0.08,2.54,1.87,0.44,1.52,1.31,2.62,0.98,1.91,1.32,2.1,1.39,1.27,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,4.25,3.32,0.44,1.47,1.84,1.85,0.74,2.99,3.95,1.88,1.71,3.02,1.75,2.86,0.88,0.7,2.21,0.58,0.3,1.46,3.06,1.24,1.66,0.52,2.77,2.82,3.2,1.11,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,2.41,5.04,2.62,1.46,3.1,1.87,2.03,1.81,0.94,1.24,2.52,1.13,3.13,1.05,1.8,0.86,2.36,0.45,3,1.93,1.77,1.69,2.23,1.7,3.33,4.51,0.84,5.06,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,1.38,3.36,4.86,1.76,2.81,1.6,2.28,0.2,1.99,0.76,6.05,1.52,3.52,2.86,2.32,2.96,4.97,4.88,1.06,0.98,0.42,1.08,1.03,4.88,1.24,4.5,1.66,0.75,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,4.97,4.93,1.52,4.93,1.28,0.68,1.32,1.02,1.24,2.35,2.41,1.57,2.41,5.06,3.99,1.32,2.18,1.93,2.47,3.77,2.27,1.06,2.62,1.68,2.78,3.75,2.07,3.22,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,1.26,3.12,6.27,1.8,2.54,2.64,2.22,5.57,1.81,1.85,1.24,0.92,0.86,1.21,4.05,1.46,2.81,0.76,6.21,1.82,1.04,2.4,0.71,1.57,0.91,2.69,1.57,2.41,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,2.43,0.93,5.89,1.88,5.92,2.66,0.87,3.79,4.88,1.13,1.49,5.16,1.19,6.83,4.43,4.36,3.81,2.91,3.16,0.78,3.77,3.78,2.23,2.66,1.67,8.17,1.74,1.87,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
