BUCKHURST HILL HOUSE,,,,,,,,,,,,
Grid ref,TQ408937,Long,0.032634,Lat,51.624510,,,,,,,
Station no,RR6668,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.22,0.43,0.73,1.82,1.80,1.21,3.60,,,,,
February,2.53,1.09,1.21,0.61,2.28,0.68,,,,,,
March,0.56,1.84,1.43,1.85,1.64,2.57,,,,,,
April,0.77,1.70,0.36,1.67,0.76,1.75,,,,,,
May,0.96,1.42,2.84,2.08,1.65,0.82,,,,,,
June,1.71,0.92,3.14,5.58,1.01,2.59,,,,,,
July,1.54,2.04,1.42,7.39,1.89,2.07,,,,,,
August,2.48,1.55,3.95,4.21,1.72,2.27,,,,,,
September,0.84,1.55,0.63,2.53,1.11,2.41,,,,,,
October,1.74,2.30,1.05,5.79,1.24,0.91,,,,,,
November,1.59,0.62,1.49,1.71,1.47,2.54,,,,,,
December,2.59,2.73,1.19,1.11,1.44,0.68,,,,,,
Total,19.53,18.19,19.44,36.35,18.01,20.50,,,,,,
Calc annual,19.53,18.19,19.44,36.35,18.01,20.50,3.60,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
