MARKET-DEEPING-ETTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF138053,Long,-0.3193,Lat,52.6341,Elevation,25,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,0.57,0.6,1.55,0.95,2.97,2.57,1.28,2.02,1.09,1.51,1.75,3.54,1.9,1.64,2.24,1.04,1.82,0.74,2.65,1.62,2.86,1.17,1.85,1.49,0.81,0.98,1.05,0.9,2.73,2.7,2.12,4.18,1.47,2.46,1.98,3.2,1.59,1.34,1.29,1.19,3.68,0.99,0.74,1.96,1.35,0.74,1.07,1.52,3.11,0.61,2.04,2.39,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1,0.27,2.3,0.91,1.22,0.45,0.93,2.08,3.36,0.55,0.89,2.37,0.68,0.32,1.79,3.17,0.53,1.33,1.56,1.96,1.1,0.78,0.42,2.1,0.4,1.51,0.62,1.53,1.92,2.56,0.73,0.51,2.58,1.82,0.84,0.33,1.64,1.36,1.66,0.67,0.54,0.65,2.79,2.86,0.23,1.35,2.06,1.84,0.43,2.31,2.31,0.1,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,1.63,2.92,0.41,1.35,1.77,2.39,2.77,1.21,3.25,1.16,0.61,2.75,2.04,0.47,1.38,1.66,0.75,0.6,0.11,1.69,1.07,0.1,1.52,0.16,1.16,2.2,1.52,0.35,1.04,2.76,0.19,1.44,1.32,3.15,1.28,0.63,0.08,0.53,0.52,3.47,0.36,0.81,0.47,2.83,2.02,0.79,1.7,1.84,0.49,1.71,1.07,1.73,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,1.87,1.34,2.14,0.62,0.08,1.79,0.69,0.65,0.86,1.1,2.06,1.61,3.91,1,2.47,1.48,1.65,1.47,2,2,1,0.68,2.09,2.33,2.18,0.9,2,2.12,2.13,1.88,0.09,1.98,1.1,0.45,0.51,1,2.72,0.81,0.98,1.59,1.17,2.1,1.66,1.86,1.18,1.54,0.33,0.68,0.9,0.27,0.43,1.31,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,0.98,0.94,3.02,0.7,3.91,2.35,0.95,1.99,2.12,1.32,1.91,0.65,1.25,0.99,1.34,0.71,3.92,2.86,1.5,0.67,1.56,0.79,3.13,2.26,3.63,1.08,0.54,0.86,0.42,3.68,1.93,0.6,1.26,2.6,2.28,1.97,0.87,1.54,1.45,0.7,2.58,1.75,1.86,3.58,1.57,1.78,2.93,2.62,0.72,1.57,2.16,0.66,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,1.23,2.9,0.9,1.71,4.08,0.59,2.3,0.75,2.01,2.45,0.29,0.72,1.87,0.4,0.68,0.49,2,0.05,2.14,2.86,2.99,1.06,0.18,1.79,0.46,2.59,1.02,3.25,4.32,1,1.43,1.49,0.85,0.58,0.78,1.91,2.27,1.47,1.89,3.17,2.33,0.64,1.56,0.66,0.83,2.51,2.06,2.49,1.87,2.06,4.06,0.36,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,2.32,3.01,1.76,0.09,7.27,0.81,1.93,3.54,1.36,0.97,3.67,2.91,2.9,0.25,3.73,3.02,2.44,1.46,1.63,3.03,1.83,1.92,2.27,2.5,3.15,1.15,1.36,0.29,3.66,1.82,1.47,2.01,2.19,3.21,2.23,0.77,1.54,1.29,1.69,1.43,0.93,1.55,3.07,0.86,0.17,1.35,1.66,0.94,2.61,3.94,2.27,1.85,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,1.98,2,1.94,1.26,6.76,1.15,1.61,2.49,3.62,5.92,1.26,1.94,1.47,3.04,2.38,2.1,1.27,2.06,0.68,2.61,1.13,0.69,2.25,3.33,2.12,0.61,1.61,1.94,0.55,0.81,1.31,3.65,0.09,3.53,1.8,2.06,3.28,2.47,2.67,0,3.23,1.24,1.52,3.89,3.21,2.77,4.4,1.08,3.91,1.92,1.66,2.26,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,1.93,2.78,0.81,1.73,1.03,2.39,0.77,0.89,0.76,1.32,4.07,1.47,1.76,0.83,1.87,2.18,1.47,2.41,1.98,3.28,0.43,0.73,3.92,2.86,2.79,2.6,1.15,2.39,1.26,1.29,1.72,1.42,0.85,0.45,1,1.12,3.28,1.56,2.64,0.86,2.22,0.95,2.12,1.24,1.65,0.71,1.91,1.01,1.4,4.14,1.93,0.04,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,1.11,3.5,1.47,1.59,2.12,2.66,2.88,1.17,1.66,2.49,1.58,1.52,1,1.74,0.79,2.52,4.43,2.46,2.31,2.07,3.34,2.76,0.75,0.55,2.81,1.62,0.63,2.41,0.79,2.3,1.65,3.75,1.78,1.8,2.8,0.95,2.2,1.97,1.6,0.1,2.35,3.25,0.59,0.81,2.28,2.08,1.94,1.76,1.04,0.92,1.84,1.36,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
