KESWICK-OLD-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TG207046,Long,1.257088,Lat,52.594355,Elevation,90,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,0.95,2.17,3.2,0.67,1.31,1.77,1.54,0.99,3.98,1.43,0.85,0.84,2.63,2.01,2.68,2.93,1.93,3.33,1.73,2.13,2.72,2.84,2.38,1.92,5.4,1.67,2.43,1.13,2.75,2.2,3.7,1.92,2.1,2.43,0.94,0.98,1.58,2.26,2.79,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.32,1.7,3.39,1.45,0.67,0.4,2.92,1.73,2.7,1.55,2.2,0.69,1.91,1.74,1.28,0.71,1.68,3.58,4.42,1.1,1.09,3.27,0.62,0.31,2.5,3.52,2,2.05,1.97,2.06,1.42,0.76,1.08,2.44,0.86,2.17,0.9,2.43,2.44,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,1.99,1.65,1.14,1.96,1.29,1.83,1.89,2.14,2,1.44,2.36,2.99,0.63,2.34,2.36,2.07,3.66,1.66,3.4,3.33,0.8,2.1,1.18,1.14,2.21,1.47,0.77,1.71,0.38,2.15,1.65,0.08,1.41,0.49,2.01,2.04,1.41,0.68,0.5,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,1.32,2.94,2.05,2.57,0.87,2.56,0.94,2.41,0.77,3.62,2.75,1.38,2.17,1.37,0.45,2.37,0.76,0.79,1.74,2.2,3.88,1.79,3.5,1.4,2.59,1.06,2.29,2.34,2.7,1.6,1.68,1.18,2.32,3.82,3.36,1.36,2.64,2.58,1.4,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,2.95,1.69,2.03,1.4,4.18,2.07,2.09,1.34,2.32,2.72,1.85,1.43,3.97,1.86,0.72,1.15,0.99,2.99,2.37,0.6,0.76,0.48,1.57,1.26,0.51,1.41,3.98,2.02,1.61,0.79,2.03,1.2,2.96,3.73,4.11,1.87,2.43,1.3,0.68,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,3.16,1.1,3.37,1.62,2.36,2.6,0.8,2.94,2.23,2.71,0.83,3.64,1.9,3.27,2.33,0.98,1.45,1.22,3.3,1.53,1.36,1.3,2.08,0.27,2.85,0.83,1.71,0.56,2.07,4.85,2.04,0.65,1.01,1.83,0.51,2.65,2.36,2.79,3.41,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,1.75,2.32,1.89,1.36,2.34,5.79,3.89,0.84,0.61,1.75,3.31,2.81,4.04,0.72,3.42,2.77,3.65,4.26,1.12,2.65,3.27,2.75,3.57,0.58,7.23,3.27,2.25,1.47,1.63,2.43,1.92,2.99,4.14,4.02,3.66,1.71,1.37,0.79,4.26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,1.71,0.81,4.96,1.06,4.14,3.23,2.4,2.6,1.81,1.22,2.69,1.9,1.67,0.51,10.61,0.95,0.61,2.75,3.3,4.58,1.31,2.18,1.88,1.56,1.48,2.88,2.58,2.22,2.37,3.43,1.75,1.2,2.88,3.45,1.66,0.71,1.93,1.25,1.48,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,0.23,3.13,0.62,1.02,1.74,2.96,1.88,2.37,1.15,0.5,3.13,1.58,1.26,2.03,2.67,3.47,1.23,1.6,1.44,2.35,4.74,0.91,2.05,1.42,3.03,1.82,4.76,3.05,0.84,5.43,1.03,0.67,6.08,2.56,2.23,2.4,1.62,3.26,2.55,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,2.69,2.97,2.15,2.35,1.4,4.86,1.44,3.64,3.03,3.02,1.24,3.61,1.67,2.74,1.99,3.58,2.44,1.94,3.04,3.33,2.78,3.49,0.82,1.73,1.32,3.71,4.54,1.69,2.66,2.48,2.62,3.26,0.94,1.08,4.31,2.83,1.95,3.03,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
