"BRAMFORD SPEKE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR202,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,,,,6.18,5.96,4.16,5.51,,
February,,,,,,,4.95,2.65,1.97,2.49,,
March,,,,,,,4.65,6.00,2.14,2.54,,
April,,,,,,,1.89,2.97,2.29,1.04,,
May,,,,,,,1.68,4.06,1.06,5.75,,
June,,,,,,,1.90,1.23,0.64,0.56,,
July,,,,,,,0.75,4.25,0.96,0.45,,
August,,,,,,,2.31,1.02,4.52,0.55,,
September,,,,,,,7.23,1.77,4.25,5.08,,
October,,,,,,,3.31,3.20,2.74,3.04,,
November,,,,,,,1.96,0.77,3.67,3.33,,
December,,,,,,,3.37,2.49,6.99,4.73,,
Total,,,,,,,40.18,36.37,35.39,35.07,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,40.18,36.37,35.39,35.07,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,,
