SOUTH SHIELDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NZ373677,Long,-1.418412,Lat,55.002479,Elevation,17,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,1.04,2.68,2.33,2.51,1.88,0.54,1.42,1.4,2.15,3.44,2.24,1.98,3.34,1.73,2.99,3.89,2.71,0.49,4.17,1.24,1.48,7.37,0.67,1.64,1.61,2.33,1.1,2.75,1.99,4.03,1.49,1.59,2.38,4.61
February,,,,,,,,0.75,1.02,0.8,1.02,1.19,0.8,2.06,0.38,1.78,2.38,2.73,0.79,0.78,1.84,5.83,1.5,0.56,1.62,1.33,0.5,2.06,1.14,0.54,3.17,2.08,0.74,1.65,2.09,1.89,1.75,1.75,3.7,0.45,1.97
March,,,,,,,,1.32,2.2,0.46,1.59,0.95,2.55,0.97,2.08,0.66,1.71,3.05,0.15,1.83,1.89,2.2,0.61,0.51,0.58,0.23,1.18,3.8,0.5,1.11,0.66,3.45,1.38,0.03,1.14,1.78,0.62,1.1,3.11,0.56,1.45
April,,,,,,,,1.77,0.98,1.01,1.25,2.2,0.87,0.93,3.47,2.17,0.97,2.31,0.19,0.56,0.99,0.69,0.83,0.69,1.97,1.35,1.31,2.38,1.29,1.46,1.59,1.63,1.55,1.97,0.35,0.9,1.03,0.45,1.78,1.44,0.55
May,,,,,,,,1.47,1.16,0.58,1.03,2.18,3.16,1.01,0.96,0.9,1.53,2.68,2.82,1.22,0.97,1.23,1.07,2.15,1.4,2.86,1.41,2.15,1.46,0.67,1.42,3.29,1.88,2.3,2.62,1.25,0.46,1.51,2.49,0.41,1.93
June,,,,,,,,4.74,3.85,1.29,1.3,2.29,0.79,1.61,1.71,2.26,2.58,2.26,2.57,1.59,0.67,0.44,0.99,1.44,1.46,1.44,1.87,1.84,2.43,0.97,1.21,1.87,2.21,1.8,2.23,2.25,2.36,1.86,2.06,2.58,0.46
July,,,,,,,,4.07,1.7,1.99,2.62,4.79,2.29,1.7,2.36,0.43,2.74,3.22,2.77,2.45,6.35,1.06,2.55,1.72,3.23,1.82,3.06,3.37,1.72,1.58,3.39,1.31,0.79,2.51,1.74,0.82,2.58,2.61,2.94,1.81,3.01
August,,,,,,,,5.01,2.75,2.65,3.35,4.57,2.38,1.3,2.82,1.55,3.03,1.26,1.7,2.24,1.01,2.55,2.58,3.55,1.73,3.75,3.08,0.17,5.82,1.61,5.06,4.34,1.57,4.41,4.82,0.88,6.11,3.4,3.28,0.74,3.61
September,,,,,,,,3.49,1.01,0.93,2.1,2.21,1.58,1.6,1.19,3.69,3.29,1.05,1.69,1.4,1.91,0.59,2.85,3.18,5.64,1.9,3.16,1.57,2.35,0.36,2.87,0.91,3.07,1.02,2.42,0.91,2.05,3.65,1.9,0.71,1.83
October,,,,,,,,2.7,2.38,2.01,1.58,0.93,2.95,3.34,3.23,3.45,1.19,1.91,3.21,5.25,2.28,4.09,2.28,2.03,2.09,2.78,0.74,0.37,1.15,2.23,0.9,1.03,2.02,1.18,3.93,1.86,1.74,1.57,0.98,1.34,5.12
November,,,,,,,,2.81,2.13,2.62,2.67,1.98,0.77,3.86,2.26,2.95,2.75,1.35,1.89,2.51,3.1,2.59,0.69,2.68,4.51,0.76,3.37,2.47,1.38,2.16,4.9,5.06,3.54,1.09,3.14,1.26,0.96,0.84,0.75,2.61,2.32
December,,,,,,,,3.93,1.37,2.68,2.04,0.98,0.39,1.24,3.21,2.07,1.25,5.2,3.15,1.42,2.37,0.22,2,1,1.28,1.39,2.86,2,1.86,2.23,3.62,2.22,3.13,0.83,1.61,2.97,2.27,1.61,3.08,2.98,1.78
Total,,,,,,,,33.1,23.23,19.35,23.06,26.15,19.07,21.04,25.07,24.06,26.86,29.26,22.91,24.59,25.11,24.48,21.84,22.22,26,23.78,23.78,23.66,28.47,15.59,30.43,28.8,24.21,19.89,28.84,18.76,25.96,21.84,27.66,18.01,28.64
