DYCE (CRAIBSTONE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NJ872107,Long,-2.213401,Lat,57.186931,Elevation,300,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,1.5,4,1.83,4.11,2.03,1.91,2.95,1.92,1.79,1.56,1.87,5.59,6.98,2.66,4.35,1.27,3.01,4.18,3.46,2.03,5.35,1.51,5.82,4.7,1.85,2.37,4.01,2.66,1.2,1.11,1.17,3.59,2.45,3.52,2.53,4.83
February,,,,,,4.73,4.64,1.87,0.66,2.23,1.49,2.21,0.35,3.38,0.44,1.89,2.66,2.37,0.87,2.64,2.68,4.29,3.26,1.2,1.62,1.91,1.35,2.7,1.04,1.1,3.4,3.91,1.39,1.26,2.81,2.82,1.78,2.26,3.9,0.32,2.89
March,,,,,,1.73,1.03,2.76,3.69,0.28,0.98,1.24,3.96,2.85,1.41,2.65,1.56,3.35,0.48,1.87,2.89,2.07,1.01,0.67,1.02,0.44,1.83,4.89,0.87,2.74,2.82,2.89,3.86,0.3,1.83,1.78,1.59,2.24,4.77,1.52,1.47
April,,,,,,2.69,2.45,2.6,2.29,1.99,3.16,1.71,4.04,1.72,6.7,4.24,0.64,1.67,0.52,1.17,2.24,2.88,1.46,1.67,2.7,1.19,0.48,2.28,1.52,0.92,1.9,2.66,1.51,2.52,1.53,0.77,1.55,1.41,1.67,3.08,1.46
May,,,,,,3.09,1.82,2.6,1.7,2.33,1.15,3.98,2.63,1.17,3.78,1.94,1.31,1.62,2.55,1.13,1.63,2.41,3.93,4.29,3.01,3.97,3.13,3.7,3.44,1.88,1.44,1.43,2.52,2.62,3.83,3.07,0.52,1.52,3.28,1.66,0.94
June,,,,,,1.2,2.15,3.13,3.04,2.32,2.12,3.52,1.2,0.94,0.8,3.9,1.28,1.21,3.19,2.01,0.67,0.95,1.39,2.23,2.41,2.31,3.25,1.64,5.07,1.93,1.8,2.11,3.04,2.52,2.39,1.96,1.79,3.27,1.62,1.88,1.59
July,,,,,,2.91,2.12,2.06,1.67,4.27,1.58,2.98,2.97,3.72,2.39,2.24,5.36,4.28,4.25,5.08,8.15,3.18,2.33,1.39,2.3,3.18,4.74,1.28,2.69,2.45,4.43,5.75,2.2,4.53,2.74,0.83,5.76,8.27,5.89,1.67,4.66
August,,,,,,1.21,1.45,2.54,3.04,2.77,6.55,2.36,3.52,1,5.23,3.18,1.54,2.09,1.63,1.32,1.8,5.61,3.03,4.21,1.52,4.53,2.96,0,4.52,4.63,3.18,3.96,4.69,2.51,3.06,0.35,3.31,4.64,2.75,0.78,4.38
September,,,,,,2.83,4.71,6.6,2.78,1.1,6.41,1.36,3.06,1.26,2.96,4.35,2.56,1.27,4.4,2.32,2.35,0.66,3.43,3.46,2.37,3.04,4.33,2.27,1.81,1.91,6.1,1.25,2.05,4.23,1.31,2.11,4.79,2.26,2.44,0.62,2.83
October,,,,,,2.74,5.59,4.43,2.46,3.6,3.38,1.35,7.31,5.59,3.55,3.88,1.31,3.85,2.94,5.39,3.76,6.22,4.22,2.22,4.7,5.09,0.67,2.68,3.97,3.09,2.02,0.91,2.67,1.89,5.14,5.08,2.9,1.39,1.61,3.94,9.35
November,,,,,,1.93,5.63,4.03,3.65,3.56,4.02,4.26,1.51,4.21,2.76,5.53,2.09,1.5,2.81,3.96,7.8,6.03,0.8,2.41,3.48,1.96,6.81,3.29,1.08,5.06,3.96,8.72,3.55,2.53,6.02,2.58,1.78,1.66,0.75,4.99,5.8
December,,,,,,1.97,1.04,3.07,2.8,7.62,4.75,1.34,1.42,2.57,5.62,3.94,1.83,3.87,4.3,1.83,3.11,0.99,1.92,1.06,3.61,5.51,3.58,2.51,3.86,1.53,2.38,2.27,2.87,2.75,3.35,5.69,4.47,3.99,5.08,4.5,2.66
Total,,,,,,28.53,36.63,37.52,31.89,34.1,37.5,29.26,33.89,30.2,37.2,39.61,27.73,34.06,30.6,33.07,38.35,38.3,30.96,28.27,30.77,38.48,34.64,33.06,34.57,29.09,35.8,39.87,33.01,28.86,35.12,28.21,33.83,35.36,37.28,27.49,42.86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948 Comment 12/10/48 Inspected Gauge checked & appear correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""No Topographical reason for any appreciable difference",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"in Rainfall between Craibstone and Dyce""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950's No of coments difficult to decipher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midas,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyd Stn,841537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
