RETFORD-SEWAGE-DISPOSAL-WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK706827,Long,-0.941216,Lat,53.336505,Elevation,74,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,1.27,2.67,0.9,2.87,1.87,3.07,2.39,1.87,2.77,1.78,2,1.83,2.61,1.59,3.63,1.74,3.08,2.11,0.95,1.87,1.8,1.68,3.74,3.68,1.73,4.4,1.26,3.25,2.96,3.49,2.38,1.42,1.95,2.21,4.38,1.1,0.87,1.54,1.62,0.58,0.85,1.69,2.79,1.15,1.91,1.84,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,1.13,2.87,4.23,0.61,1.52,2.83,2.05,0.28,2.44,3.96,1.35,2.2,1.59,1.78,1.78,0.59,0.61,1.73,0.49,2.03,0.56,2.54,2.76,2.61,1.25,1.16,2.19,2.37,1.67,0.62,1.81,1.44,2.38,1.89,0.86,0.52,3.91,2.71,0.25,1.23,1.86,2.01,0.83,1.48,2.8,0.08,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,1.91,1.1,4.18,1.79,0.97,3.84,2.52,1.3,1.77,1.53,1.01,1.07,0.67,2.28,1.85,0.11,2.03,0.31,1.05,2.64,2.7,0.52,1.09,2.17,0.27,1.66,1.96,4.19,1,0.59,0.43,0.67,0.87,3.68,0.66,1.09,0.71,2.5,1.71,0.87,1.29,2.59,0.59,1.5,1.62,1.05,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,0.84,1.06,1.33,1.31,1.48,1.96,4.94,1.45,2.72,1.47,1.48,2.34,2.07,2.25,0.77,0.93,2.65,3.2,2.26,0.73,2.34,2.17,1.55,2.94,0.1,1.44,1.74,0.84,0.93,1.04,2.15,1.16,0.97,2.24,1.09,1.36,2.4,0.87,0.65,1.81,0.19,0.73,1.73,0.23,0.42,2.06,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,2.5,1.35,2.6,2.47,2.51,1.48,2.13,1.45,0.86,3.98,2.89,4.31,2.5,1.64,1.7,1.02,1.39,2.71,6.92,1.68,1.03,0.38,1.83,3.61,3.11,1.24,0.7,1.7,4.1,2.67,1.57,1.2,1.14,0.97,1.67,1.67,1.85,3.54,1.51,1.61,3,2.82,0.32,0.9,2.09,0.5,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,2.09,0.7,2.09,1.21,0.75,1.24,1.98,0.56,1.16,1.56,1.35,0.39,4.02,3.33,2.18,1.01,2.56,3.57,0.66,1.57,1.05,2.86,4.08,0.57,1.81,1.98,1.16,0.31,1.62,1.72,1.95,2.27,2.71,2.96,2.26,0.48,1.01,0.69,2.17,1.6,2.1,2.47,4.1,1.32,4.99,0.35,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,2.27,5.27,1.12,1.01,2.65,2.96,5.27,0.72,3.98,3.52,2.15,1.08,1.63,2.45,0.66,1.26,4.09,3.94,4.88,0.76,1.7,0.5,6.62,2.26,3.9,4.27,3.72,3.36,1.83,1.24,1.87,1.69,2.12,0.95,0.94,3.12,2.05,0.9,0.5,2,1.79,0.49,2.79,3.96,5.73,0.91,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,1.92,3.9,2.73,4.74,2.17,2.26,1.04,3.87,6.47,2.78,3.56,1.78,3.47,3.61,2.6,2.07,3.19,4.51,1.12,0.3,1.41,1.33,2.35,1.4,2.11,2.8,0.52,2.51,3.02,1.46,3.98,2.46,4.66,0.19,2.92,1.46,2.75,4.95,1.12,1.31,5.67,0.36,5.68,3.21,1.6,0.49,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,1.46,0.9,1.85,0.89,4.29,1.69,1.84,0.75,3.01,2.36,2.88,3.15,1.18,4.22,0.25,1.09,3.27,3.24,1.2,1.19,1.32,4.87,2.08,1.94,1.94,0.9,0.89,0.48,1.32,2.27,4.08,0.83,2.35,0.99,1.79,0.68,2.37,1.34,1.64,0.95,1.66,0.45,1.58,3.88,1.79,0.03,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,2.43,1.43,2.14,2.39,1.61,2.26,2.21,2.19,1.13,1.62,4.61,2.72,2.22,1.84,5.19,3.31,1.97,0.72,3.17,4.19,1.3,2.85,2.37,3.05,2.56,3.57,4.02,3.21,2.03,1.57,2.55,2.38,1.4,0.4,1.47,3.03,0.94,1.08,1.97,2.23,2.66,1.37,1.2,1,1.65,1.73,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
