"STONEHOUSE (GLASSFORD FILTERS), OLD SITE",,,,,,,,,,,,
Grid ref,NS708479,Long,-4.057733,Lat,55.707272,,,,,,,
Station no,5198,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.04,5.23,2.84,5.56,2.43,2.99,5.90,4.16,1.37,,,
February,3.05,1.66,1.91,3.00,2.09,1.47,3.10,2.84,2.25,,,
March,3.50,1.81,1.02,2.89,2.03,2.60,3.64,1.28,,,,
April,4.27,2.72,2.25,1.73,1.99,1.35,2.35,1.52,,,,
May,1.63,2.00,2.33,3.26,3.89,2.74,2.27,2.81,,,,
June,2.44,3.56,2.90,3.45,1.72,3.60,2.37,3.38,,,,
July,3.00,2.71,5.58,3.55,2.11,4.73,3.67,5.21,,,,
August,5.11,5.12,3.51,5.16,1.40,6.16,4.77,6.35,,,,
September,3.41,3.01,4.86,6.88,3.94,4.13,3.46,5.23,,,,
October,1.39,2.97,2.89,9.93,2.98,4.61,5.20,3.32,,,,
November,5.86,2.93,8.67,6.88,1.69,1.59,2.08,2.10,,,,
December,7.85,3.97,5.62,8.07,8.79,5.33,4.39,5.58,,,,
Total,46.55,37.69,44.38,60.36,35.06,41.30,43.20,43.78,,,,
Calc annual,46.55,37.69,44.38,60.36,35.06,41.30,43.20,43.78,3.62,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,,
