"BREADSALL PRIORY",,,,,,,,,,,,
Grid ref,SK381414,Long,-1.434152,Lat,52.968612,,,,,,,
Station no,2662/5,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.10,1.72,1.54,2.05,2.31,1.06,,1.18,1.50,1.06,,
February,4.04,1.56,1.66,1.12,3.58,0.70,,1.90,1.64,0.71,,
March,0.83,2.34,1.70,3.54,1.79,2.57,,1.54,2.81,3.84,,
April,1.75,1.50,2.14,1.80,1.60,1.98,,1.90,2.45,1.61,,
May,1.74,1.13,2.84,3.85,1.54,0.57,,3.55,2.56,1.52,,
June,3.89,2.07,1.79,1.24,0.52,2.21,,3.89,1.70,2.33,,
July,4.27,3.90,1.51,2.18,2.18,1.28,,2.87,2.42,4.12,,
August,5.00,1.76,2.75,4.96,2.93,3.36,,3.83,4.25,2.39,,
September,0.84,1.00,1.36,3.09,1.91,1.67,,0.84,1.63,2.59,,
October,2.70,1.99,3.00,6.09,0.68,1.57,,4.20,1.17,3.59,,
November,2.65,2.23,1.95,2.08,1.23,2.73,,2.40,1.41,0.50,,
December,4.19,5.95,1.86,1.37,1.64,0.79,,2.96,1.85,5.17,,
Total,36.00,27.15,24.10,33.37,21.91,20.49,,31.06,25.39,29.43,,
Calc annual,36.00,27.15,24.10,33.37,21.91,20.49,0.00,31.06,25.39,29.43,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,-0.00,0.00,0.00,,
