BREADSALL-PRIORY-MAIN-GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK381414,Long,-1.4341517,Lat,52.968612,Elevation,370,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2662/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,3.31,4.1,1.72,1.54,2.05,2.31,1.06,,1.18,1.5,1.06,2.3,0.8,4.86,3.77,1.56,2.28,1.07,2.48,,,,,,,,,,,,,,,,2.16,2.69,0.78,3.31,3.58,2.88,5.65,3.11,3.51,2.6,3.59,3.05,1.73,2.43,2.23,5.92,1.06,,2.31,1.99,0.82,0.88,2.61,3.15,1.83,2.66,3.15,5.11
February,,,,,,,,,,1.46,4.04,1.56,1.66,1.12,3.58,0.7,,1.9,1.64,0.71,2.12,2.16,1.78,0.96,1.3,2.45,4.23,0.74,,,,,,,,,,,,,,,,3.24,0.52,3.05,1.96,4.13,0.7,1.04,3.22,2.09,1.1,0.63,2.41,2.8,3.12,2.33,1.42,0.45,4.98,2.66,0.75,2.04,2.62,2.1,0.92,2.51,4.26,0.15,2.03
March,,,,,,,,,,1.33,0.83,2.34,1.7,3.54,1.79,2.57,,1.54,2.81,3.84,0.64,1.42,3.1,3.73,2.48,0.81,4.27,1.12,,,,,,,,,,,,,,,,2.94,2.14,0.89,1.77,2.65,0.19,1.64,2.01,2.86,2.21,0.94,0.2,0.76,0.85,5.98,0.58,1.39,0.92,4,2.74,1.28,2.26,2.41,0.95,2.59,1.57,1.47,1.55
April,,,,,,,,,,2.65,1.75,1.5,2.14,1.8,1.6,1.98,,1.9,2.45,1.61,2.04,1.41,0.2,3.19,0.9,0.68,1.35,1.29,,,,,,,,,,,,,,,,1.11,2.13,3.38,1.96,2.28,0.06,2,1.63,1.62,1.12,0.92,2.4,2.03,1.12,1.77,1.59,2.51,2.61,1.65,1.81,2.24,0.22,1.29,1.64,0.07,0.8,2.68,1.31
May,,,,,,,,,,2.92,1.74,1.13,2.84,3.85,1.54,0.57,,3.55,2.56,1.52,2.66,0.89,3.15,2.04,1.7,1.64,2.19,2.24,,,,,,,,,,,,,,,,1.66,1.08,0.34,0.52,2.58,1.82,1.1,0.98,2.74,3.87,3.34,0.83,2.74,1.66,1.54,1.57,2.5,1.58,2.41,2.98,2.38,2.53,2.91,0.62,0.7,2.47,0.4,1.5
June,,,,,,,,,,2.63,3.89,2.07,1.79,1.24,0.52,2.21,,3.89,1.7,2.33,2.2,2.27,4.79,1.09,1.94,1.39,2.09,2.66,,,,,,,,,,,,,,,,1.63,0.66,3.27,3.72,0.76,1.35,1.38,0.93,0.65,0.72,1.77,2.07,3.06,4.79,1.54,2.95,0.72,1.88,1.5,2.68,2.68,4.37,3.94,2.77,1.37,4.4,1.23,3.03
July,,,,,,,,,1.21,1.89,4.27,3.9,1.51,2.18,2.18,1.28,,2.87,2.42,4.12,2.76,0.07,3.75,0.8,4,4.85,1.96,1.53,,,,,,,,,,,,,,,,2.04,2.24,0.53,4.25,2.72,3.96,4.31,2.6,3.68,2.29,1.32,2.99,2.46,1.47,1.78,1.17,3.4,2.04,0.92,1.37,3.18,1.85,1.09,3.14,3.43,4.61,1.28,3.99
August,,,,,,,,,2.9,0.64,5,1.76,2.75,4.96,2.93,3.36,,3.83,4.25,2.39,3.32,1.62,5.31,1.92,2.17,1.89,1.85,4.63,,,,,,,,,,,,,,,,0.69,2.11,2.44,0.71,0.28,2.46,2.41,0.35,3.62,2.11,2.8,2.39,2.6,4.79,0.26,4.45,2.18,3.02,5.81,1.89,2.9,3.71,0.67,5.82,3.68,3.06,0.8,3.94
September,,,,,,,,,0.53,3.12,0.84,1,1.36,3.09,1.91,1.67,,0.84,1.63,2.59,0.55,1.89,0.91,1.46,0.48,0.84,1.59,1.45,,,,,,,,,,,,,,,,1.25,2.66,6.81,3.48,1.73,3.23,0.89,0.69,0.27,1.3,2.65,4.07,2.15,2.91,1.61,2.08,1.38,3.96,1.7,1.62,1.2,3.47,0.68,3.03,5.93,2.47,0.07,4.63
October,,,,,,,,,3.24,2.85,2.7,1.99,3,6.09,0.68,1.57,,4.2,1.17,3.59,2.71,2.03,3.28,3.58,1.91,2.12,2.19,3.75,,,,,,,,,,,,,,,,5.78,1.54,4.44,1.64,2.28,2.68,3.11,4.19,2.99,1.97,1.57,2.69,4.18,1.14,0.2,1.9,4.23,0.97,0.69,3.28,2,3.39,1.7,1.2,1.53,2.6,2.07,6.1
November,,,,,,,,,2.67,1.46,2.65,2.23,1.95,2.08,1.23,2.73,,2.4,1.41,0.5,4.61,2.19,2.33,2.46,3.09,2.6,3.12,1.38,,,,,,,,,,,,,,,,1.49,2.67,5.17,2.63,1.59,2.68,4.04,6.19,3.42,1.39,2.35,4.82,0.28,4.45,1.75,1.38,3.11,4.25,5.52,1.85,1.87,4.87,2,0.98,2.28,1.21,2.3,3.23
December,,,,,,,,,1.99,2.49,4.19,5.95,1.86,1.37,1.64,0.79,,2.96,1.85,5.17,4.6,4.11,3.24,1.17,5.36,4.67,2.26,0.99,,,,,,,,,,,,,,,,0.25,6.42,3.51,2.01,3.33,3.88,1.98,1.94,1.06,2.11,0.85,1.43,1.86,1.98,2.51,3.8,2.33,1.37,1.84,2.64,0.99,3.08,2.34,3.38,1.98,3.18,3.42,3.37
Total,,,,,,,,,,26.75,36,27.15,24.1,33.37,21.91,20.49,,31.06,25.39,29.43,30.51,20.86,36.7,26.17,26.89,26.22,28.17,24.26,,,,,,,,,,,,,,,,24.24,26.86,34.61,27.96,27.91,25.89,29.55,27.84,28.51,22.79,22.73,29.35,26.65,30.71,23.5,28.81,25.26,,31.01,25.6,23.58,33.25,23.74,27.6,27.9,33.29,19.02,39.79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is from the 1950s record and is Breadsall Priory. Altitudes match. Observers are all the Haslam family who owned the Priory. The gauge position for the 1930s to 1950s may differ to the earlier records given the time gap in the records.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
