LOCH TORRIDON BENDAMPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NG889542,Long,-5.5271,Lat,57.529,Elevation,36,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,4.9,10.71,6.67,8.22,19.66,9.19,10.2,9.18,11.01,5.13,12.01,3.49,12.2,6.61,13.12,8.96,10.05,14.57,12.58,8.51,14.7,9.48,11.2,12,12.45,8.88,5.84,7.65,10.11,10.82,16.75,6.87,11.53,6.6,14.81,17.03,7.49,14.16,8.5,10.17,13.39,14.09,17.55,2.16,14.66,11.17,,,,,,,,,
February,,,,,,,5.9,9.6,5.25,9.75,1.35,8.86,5.57,7.93,11.09,1.26,6.41,6.85,13.93,5.06,3.31,6.85,2.69,16.62,3.76,11.66,6.5,11.83,10.97,6.36,9.74,10.87,7.1,5.54,13.03,8.37,10.5,2.42,14.19,1.4,14.07,3.7,11.95,5.17,5.4,9.87,6.28,3.53,9.6,1.54,1.14,7.87,,,,,,,,,
March,,,,,,,4.6,3.55,3.63,7.81,8.85,5.09,3.06,6.64,13.22,7.94,12.05,9.63,9.7,7.2,2.87,6.75,11.3,17.31,5.68,10.01,8.52,9.47,12.13,2.91,8.6,6.22,6.92,12.39,5.16,6.02,2.94,5.48,3.94,7.99,10.05,16.38,6.54,3.16,1.74,7.66,9.54,6.76,5.73,1.94,6.56,0.75,,,,,,,,,
April,,,,,,,6.2,4.41,5.36,3.58,3.66,1.01,2.95,1.63,1.13,5.9,8.11,6.12,6.32,8.43,8.63,6.76,3.5,4.37,12.15,2.92,6.44,5.45,4.21,4.48,7.22,8.14,7.05,6.4,8.7,8.01,5.93,6.45,2.26,10.84,3.47,3.92,5.74,3.93,4.45,7,4.47,11.43,4.61,3.9,2.55,2.72,,,,,,,,,
May,,,,,,,4.8,3.98,4.46,2.6,2.28,4.27,5.3,3.59,6.7,2.27,3.24,5.66,4.42,5.32,5.73,2.28,6.35,3.69,6.22,4.06,7.14,4.52,3.27,5.29,6.01,4.92,3.33,5.22,5.57,1.41,4.62,2.1,2.85,1.52,6.38,4.94,10.25,7.8,3.92,6.02,5.04,4.64,2.41,3.6,4.11,2.83,,,,,,,,,
June,,,,,,,5.4,2.43,1.49,0.68,6.41,3.87,3.8,1.89,3.7,2.95,5.87,2.44,5.13,4.07,4.69,5.49,2.9,2.86,5.83,2.24,2.22,9.41,6.67,1.45,2.83,5.42,4.34,7.47,3.65,0.79,5.43,4.4,4.1,11.79,3.51,3.19,5.55,7.32,6.33,2.6,3.35,6.32,5.58,5.11,4.26,,,,,,,,,,
July,,,,,,,6.5,5.57,3.78,1.52,7.04,5.01,4.96,4.57,6.71,6.5,4.78,6.61,4.16,6.11,5.53,4.4,3.43,7.47,3.16,5.07,9.24,5.11,2.43,5.7,5.64,8.45,3.62,1.36,5.76,5.99,3.88,1.93,8.97,2.44,5.12,4.92,4.37,6.71,6.42,3.6,5.87,4.23,6.8,5.45,1.95,,,,,,,,,,
August,,,,,,,2.62,4.5,7.13,7.97,8.22,8.45,8.78,4,7.9,6.27,9.71,5.74,6.93,3.14,6.36,7.57,5.93,10.71,7.1,6.01,4.94,9.59,6.2,4.82,7.8,6.31,5.79,2.6,7.72,6.9,3.22,6.21,9.98,9.1,3.76,4.59,4.51,7.61,7,4.2,4.94,5.19,4.49,8,10.14,,,,,,,,,,
September,,,,,,,4.76,5.48,4.02,5.22,5.38,11.24,14.28,12.6,0.86,5.95,7.33,10.97,10.01,13.16,10.52,5.81,6.23,5.93,8.28,8.9,3.02,4.02,10.91,4.1,2.19,8.59,3.96,4.19,6.7,4.54,5.17,8.78,9.39,11.2,6.44,5.38,3.84,8.94,11.35,7.04,7.05,8.36,5.79,8.54,5.37,,,,,,,,,,
October,,,,,,,5.02,7.69,14.6,4.74,16.15,9.51,9.57,11.18,3.14,12.45,12.52,6.06,5.46,7.95,12.5,7.95,7.58,12.4,7.39,9.76,10.52,3.37,3.2,11.84,3.36,2.86,9.51,9.6,3.1,3.13,9.39,17.29,13.02,5.56,1.72,10.38,3.35,13.13,6.49,6.57,9.58,9.03,9.09,13.86,10.84,,,,,,,,,,
November,,,,,,,10.15,4.79,9.55,8.97,1.96,8.75,6.72,13.64,17.03,7.79,6.05,7.66,9.11,13.83,7.04,6.58,4.44,7.36,6.7,8.07,11.75,9.37,9.08,9.98,8.51,8.99,13.7,14.37,11.65,6.82,10.98,16.16,7.74,6.54,11.02,2.79,7.51,9.26,6.42,4.13,8.4,9.55,11.68,9.16,7.89,,,,,,,,,,
