CREWKERNE (CHEDINGTON),,,,,,,,,,,,
Grid ref,ST493059,Long,-2.721573,Lat,50.850384,,,,,,,
Station no,1542/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.42,2.42,0.79,2.48,4.86,4.41,3.47,4.80,6.80,4.46,,
February,5.61,0.56,1.19,3.25,3.30,0.22,5.56,4.13,0.50,4.64,,
March,3.54,3.19,0.60,5.24,1.71,1.18,3.33,1.73,4.46,2.09,,
April,1.94,2.44,4.21,0.27,1.15,0.74,0.19,0.76,4.06,3.28,,
May,2.76,3.61,3.19,2.21,4.62,0.69,2.27,3.64,1.64,1.92,,
June,0.82,1.81,3.52,3.69,2.84,2.53,2.94,4.28,1.19,2.03,,
July,2.86,0.90,3.63,2.31,3.56,3.53,3.70,2.66,1.88,3.76,,
August,5.66,3.77,2.30,3.99,0.93,5.86,3.54,2.93,1.70,6.46,,
September,4.43,5.34,3.86,3.96,1.70,6.62,3.97,6.94,0.05,6.16,,
October,0.86,5.01,3.97,3.59,3.17,3.00,2.70,4.07,3.81,13.05,,
November,11.08,4.33,1.77,10.27,6.73,1.09,2.31,3.74,6.35,6.41,,
December,2.83,2.67,0.87,3.69,6.72,6.62,3.51,5.43,10.55,3.87,,
Total,45.81,36.05,29.90,44.95,41.29,36.49,37.49,45.11,42.99,58.13,,
Calc annual,45.81,36.05,29.90,44.95,41.29,36.49,37.49,45.11,42.99,58.13,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
