CHERTSEY-ABBEY-MEADS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ046677,Long,-0.497798,Lat,51.3987,Elevation,53,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,,,,,,,,1.71,3.57,0.89,3.29,1.01,1.47,1.45,1.27,0.75,3.98,3.64,2.09,4.13,2.44,2.46,2.96,4.56,1.46,1.26,1.47,1.42,3.63,1.22,0.65,2.71,1.89,0.82,0.96,2.36,3.67,1.55,2.39,2.06,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,,,,,,,,3.42,1.72,0.63,0.57,1.33,0.15,2.52,0.11,2.44,1.49,3.92,0.36,0.86,1.57,2.03,0.5,1.01,0.64,1.31,1.94,1.11,1.17,0.94,3.49,5.5,0.7,1.15,2.19,1.26,0.11,2.94,2.28,0.08,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,,,,,,,,2.06,1.29,0.04,1.12,0.15,1.22,2.31,1.93,0.29,1.23,2.98,0.23,0.86,3.03,3.44,1.67,0.38,0.1,0.54,1,4.59,0.54,1.1,0.67,3.15,2.58,0.4,1.94,0.84,0.46,1.15,1.44,2.07,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,,,,,,,,0.96,1.85,0.92,1.2,3.65,2.18,0.6,1.36,2.84,1.58,2.49,0.05,2.33,2.15,1.44,0.93,0.79,1.21,1.17,2.18,1.39,1.3,1.82,2.64,2.19,1.39,2.26,0.33,0.23,1.22,0.22,0.98,2.15,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,,,,,,,,1.37,1.87,1.76,2.61,2.41,4.18,2.3,0.55,1.31,0.64,2.35,1.61,1.56,1.37,1.48,2.76,1.85,0.69,1.73,3.26,1.34,3.17,1.96,1.5,2.25,2.12,1.41,2.95,3.43,0.14,1.22,2.76,0.62,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,,,,,,,,2.99,1.97,0.61,1.3,1.21,0.72,1.71,0.74,2.86,3.37,2.13,0.45,1.34,0.64,1.89,0.33,1.2,1.4,1.37,2.44,2.62,3.18,0.46,1.19,1.07,1.78,2.02,4.19,2.22,1.82,0.86,3.87,0.93,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,,,,,,,,1.63,1.94,1,1.75,2.68,2.22,1.3,3.12,1.56,3.25,0.65,0.85,2.6,2.68,4.61,1.58,2.57,1.95,4.35,2.35,2.94,1.01,0.75,3.67,1.27,0.45,3.23,2.03,0.76,5.49,3.08,1.64,2.98,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,,,,,,,,3.03,2.33,2.28,2.71,4.17,1.08,0.53,1.91,2.53,0.61,1.67,2.46,1.94,0.05,5.2,2.64,1.39,2.46,1.27,4.12,0.34,3.05,2.27,2.83,3.22,3.44,1.52,3.19,1.22,3.21,4.91,3.31,1.73,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,,,,,,,,4.51,1.12,0.02,2.64,1.9,2.08,2.24,1.22,3.13,2.74,1.73,1.41,0.84,1.13,0.33,0.94,1.91,1.92,1.77,2.41,1.01,1.38,1.22,2.43,2.04,3.48,1.98,1.84,1.33,2.49,2.69,3.87,0.22,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,,,,,,,,1.41,4.63,2.88,0.81,0.64,4.6,1.51,1.47,2.61,1.72,2.53,2.08,4.43,2.68,1.05,3.3,2.54,2.79,2.48,0.94,0.21,2.11,5.47,0.29,0.57,2.74,2.98,2.41,3.76,1.93,1.78,2.49,2.61,6.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,,,,,,,,,,2.95,1.74,5.01,3.91,2.27,1.05,0.8,1.89,4.66,2.67,1.36,2.66,4.53,6.63,2.62,1.85,1.26,3.37,0.32,4.37,1.12,1.83,1.8,4.75,5.72,2.78,1.31,3.86,1.44,0.51,2.52,1.93,2.49,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,,,,,,,,,,4.15,2.13,5.28,1.8,0.5,0.34,0.4,4.76,2.19,1.73,3.79,3.16,0.82,1.08,1.36,2.31,1.31,1.35,2.87,2.12,2.27,2.82,1.47,1.57,1.48,2.4,0.6,2.24,2.18,2.86,1.8,2.95,3.41,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
