"PENTLAND HILLS (HARLAW RESERVOIR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5130,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.49,4.95,2.22,1.89,2.12,3.14,3.54,2.69,6.23,0.90,3.45,
February,2.90,1.05,1.96,3.35,0.59,4.76,2.94,1.35,2.82,0.97,0.36,
March,2.94,2.73,1.75,1.04,0.53,2.15,1.86,3.24,1.86,0.29,2.11,
April,3.00,0.73,1.67,2.29,1.44,3.41,1.88,1.88,0.98,1.55,1.15,
May,3.37,1.67,1.07,2.07,4.56,5.36,3.44,1.52,1.54,1.77,1.43,
June,1.44,0.40,1.79,1.15,2.00,0.53,4.23,3.36,5.33,2.30,2.41,
July,3.49,2.28,4.68,4.13,3.67,1.50,2.65,2.14,2.10,2.98,3.23,
August,7.77,4.75,1.45,4.27,3.68,3.16,2.05,6.94,5.52,5.17,5.84,
September,1.70,2.16,1.81,1.61,3.52,4.87,3.64,9.91,2.49,0.37,4.73,
October,1.14,3.58,1.68,2.79,3.50,2.49,3.72,4.30,4.19,3.96,3.70,
November,2.08,0.97,1.71,3.21,1.45,0.78,4.08,2.45,3.92,4.05,4.85,
December,3.07,4.28,3.13,2.85,3.62,-999.00,0.75,2.11,1.97,5.49,2.28,
Total,36.39,29.55,24.92,30.65,30.68,36.32,34.78,41.89,38.95,29.80,35.54,
Calc annual,36.39,29.55,24.92,30.65,30.68,32.15,34.78,41.89,38.95,29.80,35.54,
Difference,0.00,-0.00,0.00,-0.00,0.00,4.17,0.00,0.00,0.00,-0.00,0.00,
