WEYMOUTH-OSMINGTON-LODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY725828,Long,-2.3903,Lat,50.6445,Elevation,242,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,4.46,4.06,4.44,2.13,2.81,6.52,5.13,2.94,5.56,1.36,7.35,1.83,5.68,0.77,1.85,1.74,3.55,3.9,2.85,3.91,3.57,1.69,1.06,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,2.73,2.14,2.91,2.54,1.97,2.87,3.54,2.42,2.99,3.87,1.57,2.51,4.49,4.09,4.52,2.28,4.7,2.92,4.26,1.01,0.74,0.56,2.05,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,4.81,1.5,2.25,1.91,1.55,3.29,3.54,0.66,1.17,3.02,2.18,1.98,0.55,1.5,3.16,1.08,1.12,2.66,1.35,3.55,1.35,3.25,1.97,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,2.08,2.94,1.28,0.45,5.46,2.31,0.61,2.26,1.23,2.75,3.71,4.14,2.73,2.18,1.08,4.28,1.23,2.53,2.41,1.76,0.91,1.28,2.05,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,2.58,2.02,5.32,1.61,0.93,2.32,1.06,0.61,2.23,0.12,2.45,4.09,2.29,1.3,1.05,1.85,2.42,0.76,3.06,3.13,1.73,2.1,1.12,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,1.15,0.69,1.37,0.37,3.21,4.07,1.71,1.5,1.89,1.55,0.69,0.63,6.46,1.61,3.01,3.75,2,3.19,1.72,1.18,0.54,3.57,2.22,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,4.14,0.53,0.62,1.12,3.64,3.81,1.87,0.98,3.89,0.57,3.19,1.89,3.65,3.53,1.75,3.07,2.43,2.29,0.38,3.4,0.77,3.81,2.17,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.02,5.4,0.69,1.27,1.76,1.61,2.74,2.8,2.79,4.22,3.24,3.25,6.45,0.69,5.98,2.58,0.95,2.31,1.03,1.05,2.08,2.01,3.42,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,1.98,5.2,5.29,1.27,5.82,1.66,2.66,3.74,2.36,5.59,2.27,1.95,4.47,3.92,2.54,2.73,5.22,1.55,4.41,3.07,2.76,1.46,1.19,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,3.37,3.06,2.38,4.71,2.83,7.71,3.52,5.81,8.15,2.46,2.66,3.77,1.23,6.82,2.41,8.54,2.57,1.11,4.75,4.09,2.75,2.93,5.35,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
