"BIRMINGHAM GRAVELLY HILL 39 WHEELWRIGHT ROAD",,,,,,,,,,,,
Grid ref,SP105905,Long,-1.846713,Lat,52.512290,,,,,,,
Station no,RR4608,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,0.85,3.68,1.09,0.89,1.27,,
February,,,,,,0.78,2.13,1.11,1.48,0.69,,
March,,,,,,2.73,1.33,0.94,3.31,3.38,,
April,,,,,,1.85,1.46,1.74,3.19,1.80,,
May,,,,,,0.34,2.26,4.49,2.91,1.57,,
June,,,,,,2.88,2.56,2.74,3.89,3.86,,
July,,,,,,1.83,1.38,3.17,3.05,3.26,,
August,,,,,,4.62,0.91,2.30,2.51,2.08,,
September,,,,,,1.10,1.51,0.96,1.67,2.97,,
October,,,,,,1.27,4.49,5.63,2.63,3.98,,
November,,,,,,2.57,2.84,2.21,1.80,1.05,,
December,,,,,,0.97,2.18,3.48,2.31,4.28,,
Total,,,,,,21.79,26.73,29.86,29.64,30.19,,
Calc annual,0.00,0.00,0.00,0.00,0.00,21.79,26.73,29.86,29.64,30.19,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,,
