SHERINGHAM-PINE-GROVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TG1627042819,Long,1.2170004,Lat,52.939167,Elevation,70,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1449/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,1.93,3.53,4.61,2.17,3.31,1.93,1.66,4.85,1.14,1.03,2.81,3.08,1.69,2.17,2.09,3.36,1.76,2.27,3.78,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,2.78,1.38,0.84,1.94,1.93,2.87,2.72,1,0.88,3.29,2.26,1.14,2.04,2.41,3.56,2.39,2.1,3.65,0.23,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,2.54,3.1,1.3,0.5,0.86,1.89,0.84,4.5,0.72,1.12,0.3,3.58,2.53,0.84,2.41,1.79,0.74,1.87,1.14,0.85,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,1.33,0.91,0.58,1.03,1.7,2.56,1.02,1.85,1.1,2.35,1.96,3.24,1.87,2.43,0.5,1.07,0.89,0.48,1.44,1.54,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,1.32,2.18,3.24,2.32,1.51,2.87,1.75,0.74,3.87,1.97,2.07,2.08,1.33,1.52,1.58,2.57,0.52,0.91,2.6,1.19,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,0.3,1.04,1.61,1.93,2.09,1.62,2.43,2.12,2.41,0.96,2.49,1.77,0.65,3.2,2.39,2.02,1.93,2.04,1.9,1.47,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,3.04,2.99,3.46,0.88,1.82,1.92,4.38,1.66,1.45,0.92,6.58,2.06,1.14,2.31,2.86,0.45,3.07,2.79,5.34,2.85,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,1.23,3.77,1.33,1.48,1.26,3.56,4.75,0.29,3.42,1.36,2.77,3.74,1.97,2.19,4.9,1.06,3.41,2.97,1.95,3.23,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,1.29,0.56,1.97,2.42,4.6,1.22,2.85,0.87,1.77,1.14,2.74,2.16,2.96,1.22,2.25,1.96,1.19,3.96,2.21,0.1,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,3.04,3.29,3.35,2.17,3.23,1.93,2.1,0.26,2.58,3.25,0.94,0.89,2.32,2.29,2.87,3.37,3.31,1.38,2.18,1.99,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
