LAKE VYRNWY HOEL Y FRIDD 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SH974215,Long,-3.522593,Lat,52.781297,Elevation,912,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,9.02,7.1,8.75,13.85,9.85,4.34,11.87,3.53,8.07,6.18,11.4,5.33,6.92,10.47,11.92,11.7,12.24,3.81,8.02,9.21,11.5,13.9,8.17,7.57,6.86,10.77,10.26,9.6,16.63,2.35,10.82,7.99,12.62,7.12,10.04,2.88,9.75,11.96,15.46,12.71,2.91,4,9.63,13.62,13.76,8.5,13.64,8.37,22,5.85,4.64,8.15,11.25,2.95,7.3,5.48,9.83,13.05,7.95,9.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,8.51,3.25,2.24,11.44,10.54,4.57,8.38,7.06,7.42,2.84,12.16,10.75,5.8,5.59,10.38,12,10.21,2.6,12.58,2.92,9.82,0.31,11.24,15.52,1.09,12.87,7.79,4.96,13.23,0.88,0.88,9.61,0.13,7.84,0.42,13.53,2.74,12.91,4.3,8.07,6.72,6.5,2.32,6.31,4.02,11.56,16.31,2.44,6.77,4.9,14,10.25,2.3,4.05,7.4,4,0.85,7.6,11.5,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,1.34,10.66,4.62,15.98,3.38,10.23,8.85,5.87,11.45,6.36,2.97,4.33,12.65,13.25,10.88,2.88,3.56,6.39,3.04,9.38,8.41,9.58,6.29,4.28,3.28,2.26,3.87,7.6,4.41,1.37,4.98,1.31,5.39,5.23,6.54,2.91,5.75,3.9,2.84,4.9,5.36,5.45,4.35,2.73,1.34,3.27,3.23,13.55,5.85,2.78,4.9,8.45,4.55,5.55,7.45,3.85,4.3,8.45,2.25,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,4.88,6.71,2.37,2.7,7.51,4.82,1.64,3.1,4.97,6.7,6.44,4.84,0.96,8.62,2.84,3.62,6.9,3.85,2.01,5.82,10.13,2.42,3.92,6.26,6,4.46,3.71,3.99,3.23,1.99,4.15,5.95,9.48,2.21,4.15,8.2,2.78,4.35,0.44,3.63,5.57,2.31,5.29,3.27,2.94,5.33,1.6,8.01,4.46,9.21,7.52,6.6,3.65,4.7,2.45,4.2,2.1,0.77,2.22,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,4.64,1.4,5.63,5.38,3.33,2.98,5.74,4.07,4.97,2.78,3.64,2.71,2.29,4.21,4.72,3.3,4.22,3.5,4.25,1.81,7.76,3.15,2,6.68,9.59,8.38,4.92,2.8,1.27,3.63,3.4,7.19,4.15,1.52,4.41,1.52,1.96,2.26,4.74,1.37,2.63,4.61,7.03,8.09,4.25,5.59,2.45,4.02,3.43,5.49,1.76,3.3,3.95,3.45,5.73,8.35,1.98,3.4,7.48,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,6,3.53,4.33,1.21,3.1,3.92,2.49,9.17,4.58,3.63,4.18,5,8.01,6.09,2.29,0.9,3.92,3.41,2.63,3.28,3.53,0.36,3.4,2.29,3.87,0.02,3.51,7.88,7.38,3.56,3.5,5.46,1.6,3.43,3.04,6.37,6.65,3.76,7.12,4.44,1.18,0.75,0.66,7.23,5.56,7.52,7.94,4.77,8.46,2.19,2.8,1.98,3.9,3.1,5.5,6.75,4.37,1.72,4.5,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,2.7,2.9,2.95,4.59,2.84,2.57,1.87,4.85,6.47,5.36,5.42,1.04,6.91,0.85,5.42,6.26,3.53,2.58,7.02,1.53,10.36,4.28,7.25,4.61,7.64,2.01,4.88,4.17,3.14,4.25,4.97,4.59,6.5,5.06,1.42,2.29,9.09,3.17,6.24,11.67,4.57,2.64,5.23,3.63,4.44,3.66,3.37,3.72,3.89,2.16,7.65,3.05,2.72,9.25,7.05,1.5,8.03,11.52,5.65,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,9.83,6.12,5.16,11.5,7.06,7.41,6.74,7.22,5.2,3.1,8.54,5.8,8.53,3.46,5.41,5.1,3.92,12.12,3.33,5.57,3.6,7.09,4.51,8.33,7.61,5.39,6.5,11.6,7.22,7.11,7.03,7.19,2.27,1.83,6.11,1.9,2.16,1.83,5.03,3.53,1.44,8.56,7.55,9.64,3.5,6.27,9.64,0.71,8.17,4.15,10.7,7.6,6.15,6.3,6.25,2.1,9.73,9.55,5.4,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,3.4,2.97,3.15,10.34,2.48,3.7,1.79,1.08,7.42,4.92,0.47,5.88,2.09,3.93,3.41,1.73,4.64,3.63,15.91,4.33,3.9,2.55,5.41,7.61,8.17,5.56,4.13,7.22,1.83,2.79,8.02,3.35,7.4,1.19,5.85,12.79,6.9,2.32,2.16,1.21,5.92,1.85,5.23,7.68,7.89,4.9,10.32,3.3,5.91,2.22,14.7,7.25,4.5,7.85,11.32,2.95,6.08,10.55,11.4,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,11.06,5.54,6.68,19.7,4.54,4.75,9.77,8.68,3.04,12.94,5.83,7.04,8.92,5.29,2.24,3.46,17.16,11.21,8.38,4,3.32,4.93,2.45,13.82,9.09,8.94,6.88,11.61,10.67,9.47,12.54,2.65,11.18,7.59,8.4,12.81,6.57,3.86,15.29,3.73,9.9,7.74,8.4,7.68,11.04,12.56,2.63,1.76,4,10.54,5.9,2.6,14.13,3.35,18.3,4.55,4.73,8.55,5.1,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
