"STAFFORD (RIVERWAY NURSERIES)",,,,,,,,,,,,
Grid ref,SJ927229,Long,-2.109723,Lat,52.803604,,,,,,,
Station no,2351,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.16,2.32,0.70,1.23,2.33,3.45,1.67,2.22,2.62,4.86,,
February,2.39,0.61,1.56,2.26,1.85,0.63,1.72,3.65,0.39,1.93,,
March,3.88,1.62,1.19,2.08,2.53,1.17,2.03,1.59,1.81,1.32,,
April,-999.00,2.52,2.18,0.49,1.46,1.41,0.23,0.56,3.14,1.68,,
May,2.79,3.23,2.76,2.22,3.76,0.67,1.25,1.98,0.79,1.26,,
June,1.70,2.57,2.97,3.17,2.77,2.48,1.96,4.54,1.27,3.28,,
July,1.31,2.36,2.62,3.59,0.78,1.85,3.95,4.62,2.03,3.26,,
August,3.95,2.60,2.41,4.73,1.00,4.27,4.86,3.16,1.18,3.39,,
September,3.00,1.84,2.08,2.04,2.79,2.75,4.74,3.35,0.15,5.51,,
October,0.96,3.64,1.29,4.64,1.39,1.83,2.24,2.51,1.97,4.68,,
November,5.71,1.57,1.60,4.79,1.72,1.07,1.69,1.62,3.07,4.11,,
December,2.40,3.13,1.24,3.18,2.06,2.52,1.30,3.13,3.52,3.03,,
Total,32.45,28.01,22.60,34.42,24.44,24.10,27.64,32.93,21.94,38.31,,
Calc annual,30.25,28.01,22.60,34.42,24.44,24.10,27.64,32.93,21.94,38.31,,
Difference,2.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
