"SCROOBY",,,,,,,,,,,,
Grid ref,SK650908,Long,-1.023638,Lat,53.410019,,,,,,,
Station no,2641,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,3.08,,
July,,,,,,,,,,3.97,,
August,,,,,,,,,,3.12,,
September,,,,,,,,,,1.98,,
October,,,,,,,,,,2.43,,
November,,,,,,,,,,0.27,,
December,,,,,,,,,,4.62,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.47,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
