SCROOBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK650908,Long,-1.023638,Lat,53.410019,Elevation,44,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,1.71,0.67,3.15,2.64,0.95,1.99,0.54,2.5,1.65,2.79,2.46,1.84,2.68,1.2,1.52,1.6,2.09,1.41,3.33,1.58,3.07,2.09,0.91,1.77,1.4,1.26,3.41,2.95,1.33,3.8,2.43,2.61,1.81,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,1.52,0.77,1.11,0.64,0.73,2.31,2.75,0.6,1.41,2.67,1.83,0.17,2.37,3.86,1.1,2.24,1.5,1.55,1.89,0.57,0.71,2.04,0.39,3.05,0.57,2.43,2.37,2.24,0.66,0.83,1.99,2.15,0.65,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,0.47,1.01,2.41,2.33,1.71,1.11,3.64,1.47,0.79,3.38,2.26,0.61,1.26,1.7,0.93,0.61,0.52,1.58,2.17,0.08,2.14,0.31,1.19,2.6,2.39,0.53,1.22,1.59,0.23,1.43,1.47,3.5,1.94,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,1.92,0.66,0.15,2.31,0.71,0.64,1.15,1.34,1.3,1.74,3.65,1.04,2.27,1.51,1.16,1.96,1.41,1.48,0.7,0.74,2.48,3.03,1.84,0.85,2.52,1.78,1.51,2.77,0.1,1.15,1.51,0.87,0.81,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,1.87,0.88,2.92,1.94,1.45,1.21,2.06,1.72,2.18,0.84,1.88,1.34,1.24,3.06,2.38,3.58,1.51,1.79,1.83,1.04,1.59,2.25,6.29,2.22,1.01,0.37,0.75,3.47,2.62,0.98,0.66,1.25,3.55,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,3.08,2.53,2.94,5.01,1.05,1.87,0.55,1.34,1.36,1.09,0.92,1.78,0.24,1.01,1.4,1.09,0.22,3.46,2.7,2.49,0.89,1.39,3.46,1.07,2.5,1.06,4.63,3.6,2.01,1.51,2.02,1.61,0.19,1.09,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,3.97,3.58,0.21,3.77,0.72,2.11,3.82,1.47,0.64,4.17,2.69,3.22,0.67,3.27,2.94,1.85,1.46,1.4,2.33,0.37,1.17,5.87,3.67,4.58,1.24,1.34,0.61,4.8,2.11,2.87,3.78,3.54,3.68,1.45,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,3.12,3.18,1.77,4.66,1.29,2.4,2.83,1.95,4.59,2.03,2.13,0.85,3.64,6.81,1.99,2.64,3.11,3.12,4.01,2.39,2.18,3.09,5.49,1.41,0.35,1.23,2.03,1.51,0.5,2.25,2.26,0.44,2.24,2.68,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,1.98,0.18,2.04,1.06,3.51,0.85,0.76,2.16,0.68,4.37,1.59,1.51,0.55,2.39,2.32,2.26,3.07,0.81,3.95,0.2,1.39,4.61,3.03,1.17,1.42,1.48,3.68,1.66,1.94,1.93,0.6,0.71,0.45,1.67,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,2.43,1.26,1.48,2.2,2.79,2.16,1.08,1.9,2.64,1.19,2.23,1.78,1.78,0.84,1.35,4.09,2.65,1.94,1.45,4.65,3.15,1.94,0.64,3.23,4.17,1.34,3.59,1.95,2.82,2.23,2.63,3.54,2.56,1.94,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,,0.27,2.74,2.39,2.21,1.69,2.25,2.16,2.87,0.81,1.42,1.86,1.09,1.79,0.81,1.99,1.52,2.01,2.63,2.28,2.41,4.33,2.97,2.87,1.12,1.92,2.18,4.06,2.33,1.25,1.88,2.92,4.48,3.25,1.23,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
