"MORDEN HALL",,,,,,,,,,,,
Grid ref,TQ260686,Long,-0.190011,Lat,51.402444,,,,,,,
Station no,152/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.15,1.89,0.94,1.28,2.08,3.64,1.46,1.96,2.02,1.71,,
February,6.39,0.96,1.16,2.04,1.39,0.40,2.79,2.31,0.07,1.49,,
March,2.94,2.18,0.49,2.23,1.08,0.95,0.67,1.10,2.05,1.92,,
April,2.49,1.28,2.18,0.33,0.29,1.28,0.31,1.56,1.74,0.80,,
May,2.21,1.97,1.55,2.56,4.11,0.39,1.49,2.83,0.66,2.02,,
June,0.99,1.63,1.16,3.79,2.16,2.39,1.07,4.85,0.90,1.42,,
July,2.02,0.68,3.38,3.17,0.87,5.30,3.03,2.38,0.97,2.76,,
August,2.58,2.63,1.46,2.82,1.31,3.23,4.60,3.23,0.79,3.73,,
September,2.93,3.31,2.18,2.29,1.91,2.04,2.30,4.27,0.08,3.15,,
October,1.01,2.66,3.05,2.34,2.88,1.33,1.81,2.77,2.27,4.84,,
November,5.89,2.96,1.04,4.35,0.62,0.56,2.22,1.64,3.37,3.74,,
December,2.17,2.39,0.60,1.68,1.97,2.54,1.98,2.65,3.21,2.42,,
Total,34.77,24.54,19.19,28.88,20.67,24.05,23.73,31.55,18.13,30.00,,
Calc annual,34.77,24.54,19.19,28.88,20.67,24.05,23.73,31.55,18.13,30.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
