"GLEN FINLAS RESERVOIR NO. 1",,,,,,,,,,,,
Grid ref,NS328893,Long,-4.687407,Lat,56.067224,,,,,,,
Station no,5327,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,8.00,7.38,4.00,7.10,4.10,5.10,11.15,7.81,3.80,5.10,,
February,4.30,2.70,5.10,5.15,3.65,2.10,3.80,3.35,3.67,6.25,,
March,4.95,5.50,2.50,4.70,1.70,4.04,11.25,2.10,5.10,4.25,,
April,4.40,3.10,2.85,4.39,5.90,1.90,3.40,3.00,6.10,8.20,,
May,2.60,2.05,3.75,4.90,5.10,4.75,3.73,5.83,1.73,3.90,,
June,2.65,3.80,2.35,5.99,5.35,4.20,3.60,3.15,3.65,5.00,,
July,5.70,4.85,10.75,5.10,1.59,7.53,9.28,6.65,10.10,7.92,,
August,8.10,6.15,5.90,7.90,1.70,8.15,6.00,9.53,3.20,4.60,,
September,5.85,4.90,9.35,10.70,9.10,7.75,5.50,5.85,3.70,4.45,,
October,3.15,6.45,5.25,15.55,7.05,6.51,9.50,6.93,7.10,4.10,,
November,9.10,3.65,12.90,9.40,3.95,3.85,3.35,3.85,7.10,6.20,,
December,12.35,8.60,7.35,13.30,12.60,10.50,10.11,6.60,12.10,11.80,,
Total,71.15,59.13,72.05,94.18,61.79,66.38,80.67,64.65,67.35,71.77,,
Calc annual,71.15,59.13,72.05,94.18,61.79,66.38,80.67,64.65,67.35,71.77,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,,
