BOLTON W.W. CRANBERRY MOSS NO. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD710192,Long,-2.440397,Lat,53.668466,Elevation,982,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,2.56,7.3,8.3,6.72,3.96,5.03,3.3,5.61,4.68,6.94,5.93,3.75,1.6,6.33,7.02,7.47,4.79,6.19,4.29,11.72,3.62,4.68,5.7,4.52,2.5,5.6,3,6.1,4.85,5.54,3.69,7.3
February,,,,,,,,,,1.68,0.62,6.82,0.19,4.35,0.53,8.19,3.28,7.36,2.7,6.05,3.3,5.56,2.41,3.74,2.66,7.42,7.7,1.06,3.68,3.55,5.66,4.09,2.02,1.42,3.56,2.47,1.3,4.15,8.7,1.02,4.04
March,,,,,,,,,,2.18,3.5,0.73,4.32,3.6,3.56,2.02,4.43,2.12,2.32,2.6,3.81,3.86,4.11,1.68,0.95,1.95,1.32,6.73,2.53,2.16,3.52,5.48,3.18,3.03,3.47,2.5,1.95,5.17,2.57,2.6,1.57
April,,,,,,,,,,1.57,3.31,4.13,4.69,2.55,3.3,4.68,1.36,5.52,0.95,3.48,3.09,1.91,2.67,3.07,3.23,2.85,1.57,4.51,2.64,5.11,4.28,3.12,4.38,4.18,1.15,3.88,3.15,0.9,2.03,3.92,3.26
May,,,,,,,,,,4.05,2.85,3.05,5.68,2.64,5.02,1.35,1.1,2.23,5,1.72,0.69,3.55,4.3,3.95,4.3,4.41,1.9,3.13,2.28,4.11,2.74,2.49,3.08,3.13,3.4,5.01,2.33,2.75,5.67,1.55,2.55
June,,,,,,,,,,2.26,3.03,6.32,1.2,3.01,3.09,4.73,5.8,2.67,5.9,4.64,1.17,0.58,0.87,4.88,4.03,6.19,4.15,3.48,7.71,1.14,2.89,1.59,4.98,2.98,4.21,4.51,3.1,2.68,4.76,3.17,1.75
July,,,,,,,,,,4.37,7.04,5.6,5.41,4.08,2.65,2.38,6.42,2.59,6.75,10.04,6.16,2.72,7.27,3.9,4.95,3.83,4.23,3.78,2.88,2.41,5.78,4.42,3.08,7.62,8.56,1.24,6.65,9.1,4.4,5.4,10.08
August,,,,,,,,,,6.94,9.26,6.35,1.81,3.78,6.31,2.29,3.69,3.24,3.02,3.23,2.85,8.21,7.16,8.35,4.5,3.83,8.91,0.16,6.86,3.14,8.42,5.69,6.28,5.68,7.48,1.71,14.02,8.26,5.37,0.51,6.83
September,,,,,,,,,,2.57,4.51,5.29,8.53,1.04,5.13,9,5.9,2.13,3.4,1.63,6.2,1.66,4.2,5.61,8.33,3.62,9.14,4.68,4.01,2.58,10.4,4.4,6.08,5.97,6.53,5.28,4.4,10.46,5.23,0.46,4.05
October,,,,,,,,,,9.8,8.16,3.49,10.15,5.89,8.11,11.62,7.02,2.71,12,2.63,5.86,6,9.37,4.7,7.3,7.64,1.73,1.36,4.09,5.62,4.31,1.12,6.09,2.38,10.18,3.39,3.52,8.42,5.81,5.9,5.33
November,,,,,,,,,,10.94,8.38,10.29,4.71,2.89,2.93,6.36,8.47,2.22,8.35,9.4,10.04,3.86,1.77,5.08,8.44,0.86,9.59,7.52,3.03,8.12,8.37,10.02,3.33,7.44,8.96,3.37,2.23,2.7,2.38,6.3,9
December,,,,,,,,,,10.3,5.85,3.49,3.03,0.82,8.61,4.98,6.44,3.28,5.76,3.4,6.67,3.85,6.58,3.58,5.3,4.55,5.3,4.64,5.98,8.38,3.6,12.15,5.31,2.5,7.95,6.6,5.46,7.05,5.15,10.87,6.45
Total,,,,,,,,,,59.22,63.81,63.86,56.44,38.61,54.27,60.9,59.52,40.75,63.09,54.75,53.59,43.36,57.04,55.56,61.46,51.94,61.73,45.34,57.41,49.94,64.65,60.27,52.33,48.83,71.05,42.96,54.21,66.49,57.61,45.39,62.21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1920-1930_20_pt1-page-013.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1931-1940_17_pt1-page-113.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1941-1950_19_pt1-page-189.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1951-1960_17_pt1-page-227.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
