"BROMLEY THE PALACE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2238,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.65,1.36,,,,,,,,,,
February,0.56,0.12,,,,,,,,,,
March,1.35,1.13,,,,,,,,,,
April,2.92,1.34,,,,,,,,,,
May,0.59,1.13,,,,,,,,,,
June,1.52,0.30,,,,,,,,,,
July,3.71,0.10,,,,,,,,,,
August,1.45,,,,,,,,,,,
September,3.58,,,,,,,,,,,
October,0.90,,,,,,,,,,,
November,0.83,,,,,,,,,,,
December,1.90,,,,,,,,,,,
Total,21.96,,,,,,,,,,,
Calc annual,21.96,5.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
