"BURNSALL (LANDBED BECK)",,,,,,,,,,,,
Grid ref,SE019614,Long,-1.972473,Lat,54.048561,,,,,,,
Station no,3338,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.83,4.64,1.49,3.75,2.37,4.97,5.25,4.64,3.91,5.05,,
February,3.92,1.17,4.71,3.55,2.76,1.79,3.85,7.81,1.18,3.49,,
March,3.77,1.87,1.13,2.97,2.35,2.26,4.69,2.02,2.44,2.14,,
April,1.77,2.31,3.52,1.03,1.97,1.58,0.37,1.17,3.36,2.58,,
May,2.35,1.28,2.15,3.38,4.21,1.91,1.51,5.61,0.70,1.74,,
June,1.14,2.61,3.26,3.93,3.73,2.86,1.52,4.77,1.89,1.13,,
July,2.03,2.06,5.97,5.32,1.41,5.14,4.85,3.25,2.95,8.21,,
August,4.27,6.59,5.72,8.55,1.14,9.70,6.53,3.80,0.59,4.16,,
September,2.72,4.17,4.24,5.98,2.73,4.88,6.85,5.19,0.29,2.66,,
October,1.08,4.51,2.27,8.70,2.71,2.61,6.44,4.06,4.47,3.36,,
November,8.68,2.08,5.61,6.52,2.67,1.42,2.11,1.53,4.52,7.14,,
December,6.71,4.55,2.08,6.57,6.74,5.07,4.95,4.24,7.13,5.10,,
Total,42.27,37.84,42.15,60.25,34.79,44.19,48.92,48.09,33.43,46.76,,
Calc annual,42.27,37.84,42.15,60.25,34.79,44.19,48.92,48.09,33.43,46.76,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,,
