"BURNSALL SANDBED BECK",,,,,,,,,,,,
Grid ref,SE023619,Long,-1.966360,Lat,54.053054,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.97,2.96,2.78,4.08,3.72,1.87,5.58,2.17,4.36,2.13,,
February,5.10,2.00,1.92,4.39,3.60,2.13,3.09,2.45,3.30,3.12,,
March,1.06,3.47,2.91,5.63,2.39,3.72,3.04,4.27,4.77,4.15,,
April,2.87,2.77,1.84,2.13,3.72,3.38,1.28,2.78,2.87,4.27,,
May,1.68,1.44,2.91,3.19,3.77,0.61,5.28,3.91,3.14,2.84,,
June,4.03,1.24,1.69,2.03,2.23,2.39,1.84,6.97,4.98,2.87,,
July,2.98,2.07,3.67,4.73,1.85,1.37,1.98,2.72,4.92,5.68,,
August,6.05,3.66,2.37,4.73,4.02,4.54,4.64,4.09,4.11,3.58,,
September,1.71,2.45,1.79,4.23,1.67,3.69,1.08,0.93,4.67,3.42,,
October,6.17,2.79,3.98,10.17,1.60,2.98,6.76,6.37,2.53,4.70,,
November,5.53,5.27,2.97,2.71,3.87,4.64,5.27,3.24,3.48,2.22,,
December,5.46,5.60,3.39,2.48,3.14,1.33,3.66,6.94,3.55,6.24,,
Total,48.61,35.72,32.22,50.50,35.58,32.65,43.50,46.84,46.68,45.22,,
Calc annual,48.61,35.72,32.22,50.50,35.58,32.65,43.50,46.84,46.68,45.22,,
Difference,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,,
