Rainfall at,LEYBURN, BOLTON HALL
,
Station no,,
,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889
January,,,,,,,5.26,2.47,1.30,0.89,
February,,,,,,,0.76,1.82,1.91,1.90,
March,,,,,,,3.31,1.56,5.73,3.35,
April,,,,,,,2.61,1.31,2.48,4.73,
May,,,,,,,4.74,1.55,1.45,2.14,
June,,,,,,,0.92,0.12,2.00,0.19,
July,,,,,,,3.71,1.78,4.50,2.55,
August,,,,,,,1.69,2.24,2.31,4.57,
September,,,,,,,1.70,3.73,0.94,0.51,
October,,,,,,,5.43,2.26,1.02,5.83,
November,,,,,,,3.59,3.55,7.64,1.09,
December,,,,,,,4.55,2.57,1.46,1.27,
Total,,,,,,,38.27,24.96,32.74,29.02,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,38.27,24.96,32.74,29.02,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,-0.00,
