ST-MELLION-RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX388655,Long,-4.2725,Lat,50.4672,Elevation,400,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR3142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,5.22,7.73,2.3,9.18,,2.13,2.33,6.26,1.52,4.8,9.68,1.61,4.63,2.33,2.55,5.15,7.31,7.73,4.08,6.59,2.77,5.82,5.08,7.08,7.21,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,2.6,8.09,1.85,5.61,,2.93,0.62,5.36,2.24,5.31,1.99,5.73,8.73,6.58,1.65,3.72,6.24,0.87,0.43,3.81,10.26,1.89,6.28,3.71,3.72,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,6.71,2.9,6.88,1.88,,4.98,6.55,0.97,3.58,6.84,5.15,7.25,0.81,3.03,4.31,2.44,6.38,4.3,4.1,3.71,2.84,3.02,0.93,0.65,4.96,6.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,2.17,2.23,3.78,1.18,,3.48,2.8,2.34,2.01,0.23,5.49,1.81,1.53,1.54,1.61,1.85,3.07,4.9,0.76,3.9,3.89,4.42,3.54,2.45,2.79,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,4.28,3.88,1.14,4.09,,2.62,1.17,2.44,3.92,2.33,4.13,2.01,3.22,2.07,2.76,0.86,2.11,2.16,2.84,1.45,2.85,4.87,5.9,2,0.71,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,2.08,1.94,3.19,1.44,,1.05,3.41,2.48,3.1,5.67,1.23,1.87,1.91,2.46,3.76,1.71,1.08,2.64,0.03,1.11,0.48,3.42,0.05,3.65,3.82,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,6.08,7.03,0.68,1.75,,2.93,3.43,4.31,1.54,3.31,0.22,7.27,5.35,1.86,2.09,4.6,1.71,5.49,0.93,4.62,1.2,6.1,3.26,1.42,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,5.28,3.41,5.66,3.77,,4.24,1.92,5.62,3.13,11.16,1.22,3.01,1.57,4.61,7.94,2.38,3.89,1.74,2.91,4.19,3.79,4.29,5.18,2.58,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,4.85,3.29,1.57,1.45,,3.7,1.02,0.35,2.78,1.56,2.43,2.83,1.71,2.28,2.47,7.88,2.39,3.33,1.24,3.21,4.14,5.35,5.08,0.96,7.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,11.92,2.94,1.79,6.15,,2.24,7.96,6.73,4.68,4.82,4.76,3.05,5.64,8.92,6.53,3.99,2,5.38,1.17,1.86,7.69,8.48,5.11,2.96,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,3.02,3.45,7.36,3.77,,1.44,1.45,5.63,6.09,2.92,6.22,4.72,3.81,7.39,2.54,4.63,4.76,2.93,5.53,3.46,4.07,5.07,5.03,10.72,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,6.96,5.47,1.97,4.17,,5.36,7.09,8.69,11.94,6.34,3.07,10.44,10.79,3.92,1.77,8.43,8.55,5.86,2.16,7.33,5.92,6.87,5.87,0.9,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,61.17,52.36,38.17,44.44,,37.1,39.75,51.18,46.53,55.29,45.59,51.6,49.7,46.99,39.98,47.64,49.49,47.33,26.18,45.24,49.9,59.6,51.31,39.08,56.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
