"ST MELLION RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR3142,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,7.73,4.08,6.59,2.77,5.82,5.08,7.08,7.21,8.86,,,
February,0.87,0.43,3.81,10.26,1.89,6.28,3.71,3.72,3.89,,,
March,4.30,4.10,3.71,2.84,3.02,0.93,0.65,4.96,6.31,,,
April,4.90,0.76,3.90,3.89,4.42,3.54,2.45,2.79,1.56,,,
May,2.16,2.84,1.45,2.85,4.87,5.90,2.00,0.71,1.89,,,
June,2.64,0.03,1.11,0.48,3.42,0.05,3.65,3.82,2.49,,,
July,5.49,0.93,4.62,1.20,6.10,3.26,1.42,6.09,,,,
August,1.74,2.91,4.19,3.79,4.29,5.18,2.58,4.62,,,,
September,3.33,1.24,3.21,4.14,5.35,5.08,0.96,7.83,,,,
October,5.38,1.17,1.86,7.69,8.48,5.11,2.96,3.68,,,,
November,2.93,5.53,3.46,4.07,5.07,5.03,10.72,5.19,,,,
December,5.86,2.16,7.33,5.92,6.87,5.87,0.90,5.91,,,,
Total,47.33,26.18,45.24,49.90,59.60,51.31,39.08,56.53,,,,
Calc annual,47.33,26.18,45.24,49.90,59.60,51.31,39.08,56.53,25.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,
