"ALTHORP HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1115,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.48,0.62,3.53,3.61,0.86,2.59,1.73,2.11,2.66,3.99,,
February,1.72,1.02,1.53,0.86,1.55,2.45,3.95,1.17,1.17,2.71,,
March,0.46,1.69,2.67,2.99,2.67,1.25,5.09,1.66,0.72,3.99,,
April,0.89,0.56,0.14,2.69,0.89,0.76,1.14,2.14,2.80,2.01,,
May,1.79,2.04,2.48,2.19,1.24,1.74,1.81,2.06,2.37,1.42,,
June,0.50,1.51,3.31,0.57,3.10,0.52,1.80,2.06,0.49,0.79,,
July,1.50,0.17,3.06,1.34,2.51,3.36,2.00,1.10,3.36,2.19,,
August,2.29,2.66,7.70,0.61,1.75,1.98,2.70,3.66,1.12,2.17,,
September,0.68,1.25,1.10,1.51,0.87,1.82,0.80,2.05,4.19,1.64,,
October,1.93,2.03,2.16,3.47,1.97,1.68,2.19,2.82,1.51,1.87,,
November,3.65,2.35,1.81,2.79,2.42,2.44,3.52,1.12,1.77,1.56,,
December,4.51,4.30,3.05,1.01,5.31,4.33,2.82,0.78,2.88,4.05,,
Total,21.40,20.20,32.54,23.64,25.14,24.92,29.55,22.73,25.04,28.39,,
Calc annual,21.40,20.20,32.54,23.64,25.14,24.92,29.55,22.73,25.04,28.39,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,,
