"ALTHORP PARK",,,,,,,,,,,,
Grid ref,SP682652,Long,-1.001735,Lat,52.280723,,,,,,,
Station no,1115,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.11,1.40,1.09,0.86,2.28,3.98,1.13,2.91,3.31,3.52,,
February,2.78,0.47,1.51,2.45,1.73,1.04,2.67,3.68,0.05,1.80,,
March,2.97,2.96,1.17,2.57,2.31,0.82,1.92,1.91,2.73,1.46,,
April,2.79,1.69,1.86,0.43,0.79,1.07,0.36,0.98,2.46,0.49,,
May,2.79,2.03,1.53,3.06,4.70,0.35,1.53,1.95,0.42,1.71,,
June,1.14,1.11,2.47,2.98,2.43,2.78,1.83,3.95,1.08,4.00,,
July,1.73,0.37,3.22,3.00,0.18,3.54,2.67,3.01,2.19,3.62,,
August,4.47,2.80,2.56,4.30,0.48,4.92,3.00,2.63,1.12,3.20,,
September,1.34,1.74,1.39,2.24,2.31,2.28,5.10,2.33,0.04,3.80,,
October,0.86,2.78,2.49,2.40,2.04,1.19,1.34,2.31,2.07,5.91,,
November,4.44,2.68,1.44,4.97,1.10,1.00,1.64,1.87,2.40,3.55,,
December,1.18,3.16,0.90,2.27,2.17,4.29,2.11,2.32,4.24,2.83,,
Total,28.60,23.19,21.63,31.53,22.52,27.26,25.30,29.85,22.11,35.89,,
Calc annual,28.60,23.19,21.63,31.53,22.52,27.26,25.30,29.85,22.11,35.89,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
