BRAMLEY (ORDNANCE DEPOT),,,,,,,,,,,,
Grid ref,SU660586,Long,-1.054241,Lat,51.322684,,,,,,,
Station no,760/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.90,2.25,0.84,,,,,,,,,
February,5.86,0.71,1.79,,,,,,,,,
March,3.80,2.50,,,,,,,,,,
April,3.16,1.43,,,,,,,,,,
May,3.05,3.22,,,,,,,,,,
June,0.73,1.66,,,,,,,,,,
July,1.25,0.42,,,,,,,,,,
August,5.04,2.44,,,,,,,,,,
September,3.36,3.33,,,,,,,,,,
October,0.74,4.13,,,,,,,,,,
November,6.98,3.83,,,,,,,,,,
December,2.32,2.39,,,,,,,,,,
Total,39.19,28.31,,,,,,,,,,
Calc annual,39.19,28.31,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
