NESTON-HINDERTON-HALL-MAIN-GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ306783,Long,-3.0427254,Lat,53.29709,Elevation,215,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,,,2.49,1.61,1.13,2.45,1.58,1.82,2.51,0.85,4.33,2.66,1.61,0.87,0.45,2.47,2.9,3,1.31,2.9,2.79,0.95,0.55,2.46,1.21,2.49,1.04,1.38,3.45,1.26,1.25,1.18,3.22,3.47,2.04,1.81,2.37,2.15,0.92,4.76,0.97,1.66,
February,,,,,,,,,,2.3,0.99,1.58,2.01,0.59,1.22,1.2,2.14,2.41,0.93,2.23,1.47,3.05,1.86,1.74,2.38,2.18,0.96,0.49,0.7,1.72,0.65,0.17,1.4,2.88,2.52,0.24,1.11,2.07,1.83,1.21,3.6,1.4,2.11,1.45,3.28,1.11,1.98,1.23,1.68,
March,,,,,,,,,,1.61,1.89,0.55,2.54,2.45,0.98,0.96,1.76,3.03,1.05,1.16,1.71,2.69,1.78,1.07,2.41,1.06,1.72,1.06,1.76,2.36,1.5,1.13,1.18,0.56,1.49,2.56,3.06,2.01,0.59,0.96,1.11,1.42,1.73,3.58,1.61,2.62,1.83,1.91,,
April,,,,,,,,,,1.27,1.32,2.3,2.73,0.66,0.99,0.65,2.56,2.76,1.42,2.24,1.2,1.08,3.49,0.81,1.07,1.79,1.34,0.77,0.88,2.85,1.09,1.72,1.49,0.75,2.26,1.78,1.19,2.03,1.69,2.51,1.08,2.18,2.28,1.71,0.73,2.16,0.81,0.97,,
May,,,,,,,,,,4.8,0.59,1.39,1.83,1.64,1.46,2.54,0.88,2.26,3.76,2.7,2.52,2.51,1.2,1.27,1.02,1.58,5.61,1.76,0.62,2.31,1.71,2.35,2.53,1.53,1.99,0.39,0.45,1.12,4,2.09,1.49,1.15,3.75,3.1,2.1,0.72,2.15,2.87,,
June,,,,,,,,,,1.1,0.94,2.73,4.46,1.29,0.67,2.25,1.61,1.18,3.17,5.04,2.46,2.13,3.61,2.43,1.28,2.03,1.3,1.39,1.86,1.18,3.63,4.53,3.33,2.09,2.14,1.63,4.13,2.58,2.09,2.47,1.97,2.1,1.81,1.34,2.09,2.56,1.21,3.01,,
July,,,,,,,,,,0.3,0.7,3.33,7.76,1.69,2.66,3.87,1.97,4.95,0.57,4.06,4.65,2.34,3,2.6,3.13,1.5,3.08,1.99,5.23,3.56,2.1,2.72,2.09,2.8,2.79,3.99,1.98,0.78,0.93,2.14,1.43,2.57,2.24,4.99,1.74,3.07,1.11,1.75,,
August,,,,,,,,,,1.98,1.76,1,2.78,2.24,3.08,2.97,2.43,5.12,4.93,7.65,1.64,4.33,2.44,1.93,2.06,1.29,1.25,1.97,3.51,4.46,4.3,4.96,3.74,2.08,3.41,2.29,3.26,2.8,4.1,1.5,5.71,3.4,3.44,3.11,4.18,3.88,2.76,2.92,,
September,,,,,,,,,,4.39,1.84,3.95,5.7,4.06,1.72,5.73,6.25,2.79,3.32,2.64,2.39,1.78,2.6,5.59,2.2,3.3,3.04,3.63,0.82,2.96,1.11,3.75,2.95,2.68,0.76,1.05,3.45,4.23,1.33,3.45,0.62,1.06,0.83,4.07,2.09,1.6,1.23,0.45,,
October,,,,,,,,,,2.52,5.09,4.6,6.89,2.73,3.17,5.29,2.75,3.21,2.83,1.6,5.12,3.16,2.1,4.21,1.28,6.26,4.34,2.39,1.25,2.91,2.96,2.85,7.66,2.03,3.16,4.75,4.05,1.39,3.32,3.47,4.57,2.97,3.28,7.3,1.27,1.87,4.35,4.01,,
