"STAINBOROUGH, WENTWORTH CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.18,0.37,2.90,4.69,4.29,1.65,4.38,2.24,0.90,1.34,,
February,2.47,3.92,2.00,2.64,1.87,3.19,0.57,0.65,1.43,1.74,,
March,2.70,4.14,1.65,1.59,1.95,1.80,3.17,1.81,3.63,3.98,,
April,1.95,1.09,3.97,3.29,2.01,2.09,2.15,0.50,2.71,3.76,,
May,2.66,1.98,1.31,1.25,1.27,2.37,7.03,2.25,0.55,3.55,,
June,3.80,1.48,3.21,3.80,1.33,3.05,0.95,0.29,2.05,0.35,,
July,5.42,1.33,3.49,3.40,2.76,0.58,4.29,0.91,5.55,1.53,,
August,1.91,4.05,1.97,1.24,1.84,1.15,1.65,1.51,1.98,3.06,,
September,4.65,3.20,2.90,4.99,0.99,2.78,1.13,2.82,1.16,1.30,,
October,7.01,4.27,4.42,3.97,1.29,6.98,4.31,3.02,0.94,4.72,,
November,2.27,2.73,4.01,2.98,1.06,2.81,1.83,1.90,7.46,0.93,,
December,3.64,3.18,5.59,1.07,2.68,0.92,4.74,2.16,2.31,1.44,,
Total,38.66,31.74,37.42,34.91,23.34,29.37,36.20,20.06,30.67,27.70,,
Calc annual,38.66,31.74,37.42,34.91,23.34,29.37,36.20,20.06,30.67,27.70,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
