"WALTON-ON-THAMES (WATERWORKS) SURREY",,,,,,,,,,,,
Grid ref,TQ084662,Long,-0.443653,Lat,51.384505,,,,,,,
Station no,232/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.37,1.69,0.99,1.13,2.73,3.86,1.50,2.10,2.16,2.04,,
February,5.53,0.75,1.08,1.97,1.37,0.34,2.76,2.01,0.09,1.90,,
March,3.15,2.17,0.38,2.05,0.85,0.42,0.91,1.23,1.78,1.24,,
April,2.38,1.29,2.28,0.58,0.16,1.40,0.24,0.96,2.01,0.58,,
May,2.35,2.27,1.30,2.84,3.49,0.17,1.11,2.32,0.68,1.79,,
June,0.88,1.77,1.64,4.12,2.49,1.62,0.76,3.72,0.91,1.90,,
July,1.81,0.46,3.60,2.34,0.24,5.30,2.93,1.61,2.71,2.54,,
August,2.93,2.94,1.60,2.73,1.13,3.12,3.07,3.76,1.59,2.64,,
September,2.22,2.72,1.88,1.81,1.52,3.22,2.45,3.83,0.19,1.96,,
October,0.66,3.35,2.93,1.48,2.69,1.32,1.66,3.27,2.52,7.19,,
November,5.89,3.28,1.17,4.25,1.32,0.55,2.57,1.94,2.28,4.00,,
December,1.58,2.39,0.69,2.25,2.31,2.76,1.62,2.64,3.42,2.22,,
Total,32.75,25.08,19.54,27.55,20.30,24.08,21.58,29.39,20.34,30.00,,
Calc annual,32.75,25.08,19.54,27.55,20.30,24.08,21.58,29.39,20.34,30.00,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
