MEALL DUBH,,,,,,,,,,,,
Grid ref,NO074533,Long,-3.512311,Lat,56.662283,,,,,,,
Station no,5568/57,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,100.00,4.50,,
February,,,,,,,,,100.00,6.30,,
March,,,,,,,,,100.00,3.80,,
April,,,,,,,,,5.15,6.00,,
May,,,,,,,,,1.25,3.20,,
June,,,,,,,,,1.90,2.25,,
July,,,,,,,,,4.09,4.20,,
August,,,,,,,,,1.80,4.50,,
September,,,,,,,,,1.05,2.95,,
October,,,,,,,,,4.55,8.15,,
November,,,,,,,,,5.60,4.60,,
December,,,,,,,,,9.50,3.50,,
Total,,,,,,,,,-999.00,53.95,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,334.89,53.95,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1333.89,0.00,,
