SQUIRES GATE (BLACKPOOL AIRPORT),,,,,,,,,,,,
Grid ref,SD316317,Long,-3.039416,Lat,53.777120,,,,,,,
Station no,2956/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.93,2.82,1.48,2.89,2.00,3.69,2.72,3.38,3.15,4.71,,
February,2.54,0.96,0.78,2.95,2.34,0.41,2.52,5.73,0.37,2.47,,
March,4.36,1.71,0.44,1.80,1.37,0.89,1.85,1.32,1.71,1.61,,
April,1.45,2.25,2.36,1.06,1.50,1.35,0.31,1.20,2.72,1.79,,
May,2.83,2.22,2.09,2.51,1.83,1.06,3.07,3.22,1.47,2.78,,
June,0.59,2.67,1.45,2.49,3.54,1.78,1.47,3.53,3.15,1.27,,
July,1.59,1.17,3.53,4.41,1.77,4.70,3.71,2.78,4.91,3.60,,
August,4.06,3.23,3.76,4.31,1.11,9.41,3.78,3.98,0.33,5.30,,
September,3.05,4.61,3.92,5.25,2.54,2.93,4.55,3.23,0.29,3.08,,
October,1.65,3.36,1.70,7.60,2.22,2.23,4.29,3.12,3.57,3.53,,
November,7.95,1.96,3.89,6.26,1.72,1.26,1.57,1.49,3.61,7.85,,
December,6.57,3.75,1.56,3.71,3.31,3.49,3.20,3.33,6.11,3.38,,
Total,40.57,30.71,26.96,45.24,25.25,33.20,33.04,36.31,31.39,41.37,,
Calc annual,40.57,30.71,26.96,45.24,25.25,33.20,33.04,36.31,31.39,41.37,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
