CASTLE CAREY (ALFORD HOUSE),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1992/6,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.37,2.99,3.55,1.77,,,,,,,,
February,0.83,0.21,2.42,6.01,,,,,,,,
March,2.36,1.97,2.20,1.84,,,,,,,,
April,4.00,0.82,2.63,2.22,,,,,,,,
May,1.74,1.47,0.88,,,,,,,,,
June,2.33,0.57,1.22,,,,,,,,,
July,5.13,0.66,3.68,,,,,,,,,
August,1.44,1.76,4.65,,,,,,,,,
September,1.84,1.56,2.29,,,,,,,,,
October,2.74,1.14,1.00,,,,,,,,,
November,1.37,1.59,1.37,,,,,,,,,
December,2.15,1.94,3.46,,,,,,,,,
Total,29.30,16.68,29.35,,,,,,,,,
Calc annual,29.30,16.68,29.35,11.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
