"PENTLAND HILLS (SWANSTON) (HAREBURN)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5133,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.00,5.20,,,,,4.30,2.85,5.92,,,
February,2.70,0.67,,,,,3.15,1.40,2.70,,,
March,2.80,2.92,,,,,1.76,2.10,2.52,,,
April,2.30,0.98,,,,,1.75,2.01,1.20,,,
May,2.60,1.90,,,,,3.45,1.18,1.61,,,
June,1.45,0.51,,,,,3.22,3.60,5.40,,,
July,3.35,2.70,,,,,2.80,2.09,2.75,,,
August,5.80,5.10,,,,,3.02,7.05,4.70,,,
September,1.60,2.20,,,,,3.90,9.02,1.95,,,
October,1.20,4.09,,,,,3.64,3.10,3.33,,,
November,2.46,1.31,,,,,3.92,1.50,3.05,,,
December,3.00,3.28,,,,,0.75,1.48,1.95,,,
Total,32.26,30.86,,,,,35.66,37.38,37.08,,,
Calc annual,32.26,30.86,0.00,0.00,0.00,0.00,35.66,37.38,37.08,0.00,0.00,
Difference,-0.00,0.00,NaN,NaN,NaN,NaN,0.00,0.00,0.00,NaN,NaN,
