SWANLEY-HORTICULTURAL-COLLEGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ512701,Long,0.172647,Lat,51.40977,Elevation,155,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,1.23,2.27,1.66,2.13,2.12,2.97,0.84,2.14,1.25,1.6,1.31,1.65,1.07,4.27,4.47,2.06,3.83,2.22,2.44,,4.36,,,,,,,,,,,,,3.19,1.02,1.9,2.33,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,0.33,,2.88,0.83,3.94,2.43,3.72,1.07,0.36,1.19,1.29,0.24,1.78,0.12,2.91,1.59,3.88,0.74,1.47,1.49,1.55,,1.43,,,,,,,,,,,,,0.27,2.52,1.78,0.05,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,1.43,,1.91,,1.17,0.22,2.32,2,0.05,1.11,0.18,1.48,2.01,2.3,0.46,0.93,3.18,0.47,1.47,3.52,2.91,,0.28,,,,,,,,,,,,,0.92,0.8,1.04,1.41,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,1.51,,1.22,3.75,1.87,5.03,1.62,1.75,1.54,1.34,3.92,1.66,0.54,1.63,2.44,1.58,2.19,0.34,2.16,1.44,,,1.26,,,,,,,,,,,,,1.33,0.23,1.63,1.96,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,1.12,1.13,2.18,,1.91,1.33,1.27,1.94,0.93,3.88,3.06,3.14,2.2,0.44,1.49,0.29,3.21,1.38,2.16,1.79,,,2.66,,,,,,,,,,,,3.51,0.64,1.04,1.58,0.8,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,0.18,1.11,0.61,2.94,0.19,2.88,2.46,2.28,1.05,0.81,1.42,0.91,1,1.23,2.43,2.89,2.68,0.31,0.97,0.69,,,1.2,,,,,,,,,,,,1.8,2.28,0.81,4.65,1.07,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,0.37,2.52,1.51,2.45,3.81,1.81,2.65,1.82,,1.79,2.78,1.61,1.8,1.24,0.38,2.38,1.16,0.97,2.84,3.36,,,1.51,,,,,,,,,,,,0.08,5.15,2.75,2.15,2,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,1.53,1.68,1.99,,2.56,2.22,3.44,2.54,,2.63,3.75,0.9,0.51,1.61,2.27,0.38,0.66,1.34,2.63,0.05,,,0.98,,,,,,,,,,,,0.81,2.46,2.9,4.24,0.7,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,1.53,2.16,1.35,3.29,2.54,0.99,3.66,0.58,0.09,3.37,1.38,1.41,2.37,0.85,2.85,2.84,1.29,1.58,1.34,0.93,,,1.3,,,,,,,,,,,,2.28,2.19,2.3,6,0.07,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,0.88,1.18,4.98,3.01,2.92,2.73,1.51,3.86,2.76,1.05,0.53,4.25,1.46,1.58,2.43,1.91,2.08,2.28,6.95,2.63,,3.29,2.02,,,,,,,,,,,,3.78,1.14,1.45,2.65,2.02,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,1.85,1.34,1.89,2.9,2.28,5.2,2.3,1.71,4.66,3.86,2.67,0.74,0.87,2.56,4.44,3.06,1.56,2.25,3.99,6.58,,2.05,1.16,,,,,,,,,,,,0.55,0.55,3.12,1.62,2.93,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,1.06,0.93,1.68,2.6,2.9,1.59,3.45,2.94,4.73,1.72,0.47,0.44,0.58,4.29,2.57,1.94,4.82,2.17,1.01,1.1,,2.05,1.61,,,,,,,,,,,,1.77,2.28,1.87,2.56,3.75,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,23.43,,27.75,28.56,30.52,25.46,,24.89,22.7,18.38,16.43,19.5,25.74,24.06,31.18,15.89,30.82,25.8,,,19.77,,,,,,,,,,,,,22.4,20.81,31.8,19.09,30.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921 Jan estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924 Mar May AUg estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929 Jul Aug estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942 Sep estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: 1944 Stn Recording Instruments lost through enemy action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955 Jan-Apr estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
