CRARAE LODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NR986973,Long,-5.241906,Lat,56.125813,Elevation,20,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,13.15,5.12,6.36,7.52,9.72,15.41,9.82,11.16,7.92,6.23,9.31,14.36,15.5,2.45,9.62,9.72,13.59,7.7,10.78,6.6,4.73,11.56,12.58,4.32,2.43,0.74,8.88,8.21,11.66,4.47,10.34,6.25,11.05,11,7.14,8.48,6.91,7.77,9.06,4.06,6.17,12.16,8.22,1.64,4.64
February,,,,,,,8.31,0.94,9.88,0.7,9.06,4.85,7.62,7.8,3.51,6.23,6.23,3.98,6.83,2.34,0.15,9.79,0.18,7.8,2.04,10.53,4.28,7.47,6.27,10.94,3.37,5.49,3.15,9.91,4.42,11.84,6.88,0.23,7.3,9.11,5.98,4.67,4.1,4.96,4.36,4.8,2.71,3.37,2.54,1.81,5.48
March,,,,,,,2.02,4.06,2.46,4.44,10.62,12.1,2.58,2.91,0.85,4.7,8.19,5.22,4.92,2.28,4.27,1.12,4.78,4.35,3.85,4.69,3.98,1.17,10.23,6.5,5.96,3.93,4.08,4.79,2.49,5.75,3.49,2.66,5.7,5.76,4.84,5.58,4.98,2.48,4.6,2.05,3.58,9.52,2.55,5.17,1.76
April,,,,,,,6.85,3.25,1.65,7,4.11,2.77,4.05,4.17,4.48,7.94,2.74,7.69,3.36,2.85,2.64,3.19,7.1,7.25,3.83,3.57,2.24,3.39,1.28,3.66,3.52,4.01,2.57,7.93,4.13,3.13,4.18,8.64,6.11,11.33,5.92,4.23,3.35,4.6,3.94,7.07,3.09,2.88,2.32,3.87,6.6
May,,,,,,,6.26,3.71,3.92,1.42,7.99,5.18,9.37,4.31,4.77,8.36,3.5,4.47,1.51,4.55,2.88,4.35,2.49,4.14,5.95,1.02,3.36,2.29,4.67,1.91,2.35,3.21,4.09,2.95,6.69,4.24,0.81,4.02,2.38,3.59,2.24,1.41,1.54,3.87,4.23,5.34,5.87,1.03,4.34,1.24,2.76
June,,,,,,,3.49,3.48,3.71,7.5,3.73,2.13,4.49,5.06,5.14,1.59,4.18,4.86,4.81,5.74,3.54,6.77,1.89,3.98,3.21,5.01,3.51,7.23,7.55,3.37,1.7,2.56,4.38,6.93,6.93,5.98,5.14,4.89,5.72,1.84,4.79,3.04,5.54,1.22,6.96,6.08,3.98,6.62,2.71,3.5,4.53
July,,,,,,,3.36,2.65,3.91,2.35,6.15,5.22,5.94,10.77,8.25,2.73,5.76,3.75,7.51,4.72,4.85,5.85,8.52,4.31,5.55,5.18,5.84,7.47,6.87,9.12,4.41,5.03,8.23,4.33,3.56,3.68,6.3,4.75,6.57,3.44,6.86,7.09,6.25,7.7,6.45,1.16,7.65,7.56,3.18,9.22,4.83
August,,,,,,,4.26,7.77,6.1,6,7.22,6.38,6.2,8.34,7.72,5.58,6.51,7.02,5.17,8.98,8.44,0.97,4.61,5.9,5.34,5.84,6.75,4.62,5.64,2.88,6.43,7.88,8.59,9.4,5.11,2.73,6.51,0.11,8.35,7.74,7.87,5.45,7.43,7.92,7.33,3.17,6.16,7.97,5.06,1.76,4.14
September,,,,,,,4.58,7.44,8.07,8.62,6.03,5.84,5,13.05,8.23,6.2,6.44,10.33,3.74,5.04,5.28,2.31,7.56,1.86,9.11,10.05,5.1,6.01,8.2,4.65,8.65,3.89,11.38,7.32,5.42,7.95,9.08,9.66,12.67,3.59,14.4,4.13,5.92,12.49,9.99,9.63,7.01,4.98,6.06,2.95,3.49
October,,,,,,,10.33,15.43,10.67,3.83,4.54,7.93,4.02,13.3,6.63,6.83,11.26,7.23,10.29,10.14,12.03,7.47,9.52,3.88,15.03,18.15,10.31,3.53,15.46,3.03,8.9,8,12.58,15.55,6.97,6.39,0.54,3.13,14.66,7.13,10.16,4.45,7.29,6.05,14.36,9.05,5.95,11.61,6.42,7.72,2.6
