FRANT-HIGHFIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ6117236281,Long,0.300686,Lat,51.103178,Elevation,413,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,1.57,5.13,1.15,1.88,0.99,2.87,1.26,2.29,4.97,0.82,3.05,1.49,1.31,3.66,5.95,3.89,3.88,3.87,1.51,2.73,,3.84,2.64,4.58,1.26,3.99,1.91,3,2,3.22,1.21,5.24,6.83,4.04,5.54,2.33,4.14,2.52,6.35,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,0.95,2.45,1.83,1.24,0.35,4.49,1.08,2.36,0.88,5.46,5.4,5.7,0.92,1.11,2.57,0.69,0.74,2.73,4.64,1.01,,2.44,5.62,1.57,0.74,1.69,2.35,0.36,2.21,0.11,4.76,1.93,5.02,0.9,1.32,2.54,1.44,0.83,2.56,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,4.42,2.34,0.8,2.75,4.55,2.24,2.98,5.42,2.98,6.69,0.5,4.47,1.61,1.15,4.54,1.59,1.93,2.39,2.14,2.21,,0.47,4.85,2.04,0,1.44,1.02,1.61,2.71,3.97,0.43,1.47,4.62,0.58,1.55,3.13,3.12,3.09,0.33,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,2.44,0.96,2.86,1.69,1.26,2.07,2.42,0,3.06,1.52,1.69,1.71,2.4,3.4,3.01,3.2,1.37,3.37,2.74,3.33,,5.42,1.66,3.24,1.1,1.95,4.17,2.36,0.82,3.08,3.57,2.12,2.32,0.69,3.06,1.62,1.75,1.42,1.82,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,1.32,2.37,2.44,1.84,1.37,2.52,1.21,1.02,1.72,1.16,5.27,2.67,2.71,1.36,0.33,1.21,1.69,1.44,4.07,4.69,,1.72,1.03,1.62,1.9,2.68,2.4,2.86,2.49,0.81,2.06,0.46,2.42,2.83,2.07,1.43,2.32,3.35,2.7,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,4.45,2.04,2.63,2.24,3.04,1.61,1.99,2.9,0.95,0.86,0.64,3.61,2.77,0.99,0.87,1.37,0.06,1.37,0.68,3.64,,3.21,4.12,3.3,1.04,1.16,1.34,1.48,1.13,1.34,2.48,3.1,2.56,0.78,1.16,0.3,3.08,0.2,2.14,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,0.6,0.25,1.51,3.69,3.17,2.98,0.34,1.37,2.68,1.45,4.76,1.36,3.75,5.01,2.14,4.82,0.78,3.47,1.66,4.25,,2.26,2.62,1.84,1.39,2.92,2,2.9,2.21,1.04,0.82,4.03,1.13,1.62,3.6,3.52,2.01,2.5,1.99,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,2.39,1.32,1.99,4.02,2.85,2.62,1.07,7.31,1.23,0.93,1.86,2.64,7.12,1.26,3.57,1.58,1.86,2.77,1.68,2.25,,1.57,4.97,1.9,3.43,4.18,3.94,0.57,0.92,2.47,4.87,1.45,1.72,2.05,2.32,0.05,3.28,3.35,1.15,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,2.01,1.7,0.52,2.37,3.4,0.54,1.53,1.88,2.4,1.02,2.35,1.44,2.13,6.11,1.14,2.9,0.95,2.39,2.39,3.85,,0.81,4.4,0.56,0.47,2.95,2.8,2.55,2.76,1.05,5.91,2.84,1.65,3.03,0.72,1.37,0.78,2.6,1.31,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,2.24,4.97,6.07,2.12,8.04,2.93,6.75,5.96,5.57,2.69,2.54,5.43,4.88,2.83,0.74,1.72,1.92,1.83,6.95,5.14,,2.98,2.51,7.08,4.45,1.28,0.31,7.43,2.65,2.55,4.75,1.43,3.84,4.34,8.38,5.19,1.61,3.32,3.48,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
