SOUTHAMPTON TOTTON,,,,,,,,,,,,
Grid ref,SU327131,Long,-1.536205,Lat,50.916442,,,,,,,
Station no,RR8495,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.92,1.67,,2.84,4.77,1.06,,,,,,
February,4.83,1.26,,2.26,4.30,0.70,,,,,,
March,1.41,3.31,,3.81,1.25,5.38,,,,,,
April,2.55,2.52,,2.84,1.21,1.81,,,,,,
May,2.21,1.16,,3.37,3.96,0.73,,,,,,
June,2.82,0.84,,2.57,1.11,3.50,,,,,,
July,0.66,3.54,,2.50,2.43,0.47,,,,,,
August,3.25,2.74,,4.12,3.84,3.07,,,,,,
September,1.01,2.34,,2.38,2.70,2.53,,,,,,
October,2.38,2.82,,10.06,2.30,1.61,,,,,,
November,3.98,0.45,,2.32,0.95,5.09,,,,,,
December,4.61,4.97,,3.22,4.75,0.94,,,,,,
Total,33.63,27.62,,42.29,33.57,26.89,,,,,,
Calc annual,33.63,27.62,0.00,42.29,33.57,26.89,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
